URL,page_type,cluster,indexable,noindex,canonical,sitemap,title,meta_description,H1,H2s,word_count,meaningful_body_word_count,primary_topic,search_intent,image,image_alt,internal_inlinks,internal_outlinks,crawl_depth,duplicate_risk,page_value,content_grade,redirect_to
/discover/lightweight-velvet-fabric/,,,yes,no,/discover/lightweight-velvet-fabric/,yes,Lightweight Velvet Fabric Fabric Notes Use Notes,Lightweight velvet fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn lightweight velvet.,Lightweight Velvet Fabric,,255,215,lightweight velvet fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/heavyweight-velvet-fabric/,,,yes,no,/discover/heavyweight-velvet-fabric/,yes,Heavyweight Velvet Fabric Fabric Notes Use Notes,Heavyweight velvet fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn heavyweight velvet.,Heavyweight Velvet Fabric,,241,201,heavyweight velvet fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/breathable-velvet-fabric/,,,yes,no,/discover/breathable-velvet-fabric/,yes,Breathable Velvet Fabric Fabric Notes for Apparel,Breathable velvet fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn breathable velvet fabric.,Breathable Velvet Fabric,,238,198,breathable velvet fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/stretch-velvet-fabric/,,,yes,no,/discover/stretch-velvet-fabric/,yes,Stretch Velvet Fabric Fabric Notes Fabric Notes,"Stretch velvet fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn stretch velvet fabric, then….",Stretch Velvet Fabric,,239,199,stretch velvet fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/soft-velvet-fabric/,,,yes,no,/discover/soft-velvet-fabric/,yes,Soft Velvet Fabric for apparel sourcing Use Notes,"Soft velvet fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn soft velvet fabric, then compare",Soft Velvet Fabric,,241,201,soft velvet fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/durable-velvet-fabric/,,,yes,no,/discover/durable-velvet-fabric/,yes,Durable Velvet Fabric Fabric Notes Fabric Notes,"Durable velvet fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn durable velvet fabric, then….",Durable Velvet Fabric,,233,193,durable velvet fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/premium-velvet-fabric/,,,yes,no,/discover/premium-velvet-fabric/,yes,Premium Velvet Fabric Fabric Notes Fabric Notes,"Premium velvet fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn premium velvet fabric, then….",Premium Velvet Fabric,,233,193,premium velvet fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/structured-velvet-fabric/,,,yes,no,/discover/structured-velvet-fabric/,yes,Structured Velvet Fabric Fabric Notes for Apparel,Structured velvet fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn structured velvet fabric.,Structured Velvet Fabric,,219,179,structured velvet fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/flowy-velvet-fabric/,,,yes,no,/discover/flowy-velvet-fabric/,yes,Flowy Velvet Fabric for apparel sourcing,"Flowy velvet fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn flowy velvet fabric, then.",Flowy Velvet Fabric,,239,199,flowy velvet fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/sheer-velvet-fabric/,,,yes,no,/discover/sheer-velvet-fabric/,yes,Sheer Velvet Fabric for apparel sourcing,"Sheer velvet fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn sheer velvet fabric, then.",Sheer Velvet Fabric,,262,222,sheer velvet fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/opaque-velvet-fabric/,,,yes,no,/discover/opaque-velvet-fabric/,yes,Opaque Velvet Fabric Fabric Notes Fabric Notes,"Opaque velvet fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn opaque velvet fabric, then.",Opaque Velvet Fabric,,265,225,opaque velvet fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/performance-velvet-fabric/,,,yes,no,/discover/performance-velvet-fabric/,yes,Performance Velvet Fabric Fabric Notes Use Notes,Performance velvet fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn performance velvet.,Performance Velvet Fabric,,219,179,performance velvet fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/lightweight-chiffon-fabric/,,,yes,no,/discover/lightweight-chiffon-fabric/,yes,Lightweight Chiffon Fabric Fabric Notes Use Notes,Lightweight chiffon fabric is a useful filter only when the attribute is evidenced by construction and published weight.,Lightweight Chiffon Fabric,,265,225,lightweight chiffon fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/breathable-chiffon-fabric/,,,yes,no,/discover/breathable-chiffon-fabric/,yes,Breathable Chiffon Fabric Fabric Notes Use Notes,Breathable chiffon fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn breathable chiffon.,Breathable Chiffon Fabric,,247,207,breathable chiffon fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/stretch-chiffon-fabric/,,,yes,no,/discover/stretch-chiffon-fabric/,yes,Stretch Chiffon Fabric Fabric Notes Fabric Notes,Stretch chiffon fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn stretch chiffon fabric.,Stretch Chiffon Fabric,,249,209,stretch chiffon fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/soft-chiffon-fabric/,,,yes,no,/discover/soft-chiffon-fabric/,yes,Soft Chiffon Fabric for apparel sourcing,"Soft chiffon fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn soft chiffon fabric, then.",Soft Chiffon Fabric,,245,205,soft chiffon fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/durable-chiffon-fabric/,,,yes,no,/discover/durable-chiffon-fabric/,yes,Durable Chiffon Fabric Fabric Notes Fabric Notes,Durable chiffon fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn durable chiffon fabric.,Durable Chiffon Fabric,,238,198,durable chiffon fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/premium-chiffon-fabric/,,,yes,no,/discover/premium-chiffon-fabric/,yes,Premium Chiffon Fabric Fabric Notes Fabric Notes,Premium chiffon fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn premium chiffon fabric.,Premium Chiffon Fabric,,243,203,premium chiffon fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/structured-chiffon-fabric/,,,yes,no,/discover/structured-chiffon-fabric/,yes,Structured Chiffon Fabric Fabric Notes Use Notes,Structured chiffon fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn structured chiffon.,Structured Chiffon Fabric,,228,188,structured chiffon fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/flowy-chiffon-fabric/,,,yes,no,/discover/flowy-chiffon-fabric/,yes,Flowy Chiffon Fabric Fabric Notes Fabric Notes,"Flowy chiffon fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn flowy chiffon fabric, then.",Flowy Chiffon Fabric,,244,204,flowy chiffon fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/sheer-chiffon-fabric/,,,yes,no,/discover/sheer-chiffon-fabric/,yes,Sheer Chiffon Fabric Fabric Notes Fabric Notes,"Sheer chiffon fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn sheer chiffon fabric, then.",Sheer Chiffon Fabric,,272,232,sheer chiffon fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/opaque-chiffon-fabric/,,,yes,no,/discover/opaque-chiffon-fabric/,yes,Opaque Chiffon Fabric Fabric Notes Fabric Notes,"Opaque chiffon fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn opaque chiffon fabric, then….",Opaque Chiffon Fabric,,274,234,opaque chiffon fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/performance-chiffon-fabric/,,,yes,no,/discover/performance-chiffon-fabric/,yes,Performance Chiffon Fabric Fabric Notes Use Notes,Performance chiffon fabric is a useful filter only when the attribute is evidenced by construction and published weight.,Performance Chiffon Fabric,,253,213,performance chiffon fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/lightweight-georgette-fabric/,,,yes,no,/discover/lightweight-georgette-fabric/,yes,Lightweight Georgette Fabric Fabric Notes,Lightweight georgette fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn lightweight georgette…,Lightweight Georgette Fabric,,274,234,lightweight georgette fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/breathable-georgette-fabric/,,,yes,no,/discover/breathable-georgette-fabric/,yes,Breathable Georgette Fabric Fabric Notes,Breathable georgette fabric is a useful filter only when the attribute is evidenced by construction and published weight.,Breathable Georgette Fabric,,257,217,breathable georgette fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/stretch-georgette-fabric/,,,yes,no,/discover/stretch-georgette-fabric/,yes,Stretch Georgette Fabric Fabric Notes for Apparel,Stretch georgette fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn stretch georgette fabric.,Stretch Georgette Fabric,,258,218,stretch georgette fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/soft-georgette-fabric/,,,yes,no,/discover/soft-georgette-fabric/,yes,Soft Georgette Fabric Fabric Notes Fabric Notes,"Soft georgette fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn soft georgette fabric, then….",Soft Georgette Fabric,,249,209,soft georgette fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/durable-georgette-fabric/,,,yes,no,/discover/durable-georgette-fabric/,yes,Durable Georgette Fabric Fabric Notes for Apparel,Durable georgette fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn durable georgette fabric.,Durable Georgette Fabric,,244,204,durable georgette fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/premium-georgette-fabric/,,,yes,no,/discover/premium-georgette-fabric/,yes,Premium Georgette Fabric Fabric Notes for Apparel,Premium georgette fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn premium georgette fabric.,Premium Georgette Fabric,,252,212,premium georgette fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/structured-georgette-fabric/,,,yes,no,/discover/structured-georgette-fabric/,yes,Structured Georgette Fabric Fabric Notes,Structured georgette fabric is a useful filter only when the attribute is evidenced by construction and published weight.,Structured Georgette Fabric,,237,197,structured georgette fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/flowy-georgette-fabric/,,,yes,no,/discover/flowy-georgette-fabric/,yes,Flowy Georgette Fabric Fabric Notes Fabric Notes,Flowy georgette fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn flowy georgette fabric.,Flowy Georgette Fabric,,249,209,flowy georgette fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/sheer-georgette-fabric/,,,yes,no,/discover/sheer-georgette-fabric/,yes,Sheer Georgette Fabric Fabric Notes Fabric Notes,Sheer georgette fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn sheer georgette fabric.,Sheer Georgette Fabric,,280,240,sheer georgette fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/opaque-georgette-fabric/,,,yes,no,/discover/opaque-georgette-fabric/,yes,Opaque Georgette Fabric Fabric Notes for Apparel,Opaque georgette fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn opaque georgette fabric.,Opaque Georgette Fabric,,283,243,opaque georgette fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/performance-georgette-fabric/,,,yes,no,/discover/performance-georgette-fabric/,yes,Performance Georgette Fabric Fabric Notes,Performance georgette fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn performance georgette…,Performance Georgette Fabric,,261,221,performance georgette fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/lightweight-poplin-fabric/,,,yes,no,/discover/lightweight-poplin-fabric/,yes,Lightweight Poplin Fabric Fabric Notes Use Notes,Lightweight poplin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn lightweight poplin.,Lightweight Poplin Fabric,,277,237,lightweight poplin fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/heavyweight-poplin-fabric/,,,yes,no,/discover/heavyweight-poplin-fabric/,yes,Heavyweight Poplin Fabric Fabric Notes Use Notes,Heavyweight poplin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn heavyweight poplin.,Heavyweight Poplin Fabric,,256,216,heavyweight poplin fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/breathable-poplin-fabric/,,,yes,no,/discover/breathable-poplin-fabric/,yes,Breathable Poplin Fabric Fabric Notes for Apparel,Breathable poplin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn breathable poplin fabric.,Breathable Poplin Fabric,,260,220,breathable poplin fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/stretch-poplin-fabric/,,,yes,no,/discover/stretch-poplin-fabric/,yes,Stretch Poplin Fabric Fabric Notes Fabric Notes,"Stretch poplin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn stretch poplin fabric, then….",Stretch Poplin Fabric,,257,217,stretch poplin fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/soft-poplin-fabric/,,,yes,no,/discover/soft-poplin-fabric/,yes,Soft Poplin Fabric for apparel sourcing Use Notes,"Soft poplin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn soft poplin fabric, then compare",Soft Poplin Fabric,,252,212,soft poplin fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/durable-poplin-fabric/,,,yes,no,/discover/durable-poplin-fabric/,yes,Durable Poplin Fabric Fabric Notes Fabric Notes,"Durable poplin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn durable poplin fabric, then….",Durable Poplin Fabric,,248,208,durable poplin fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/premium-poplin-fabric/,,,yes,no,/discover/premium-poplin-fabric/,yes,Premium Poplin Fabric Fabric Notes Fabric Notes,"Premium poplin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn premium poplin fabric, then….",Premium Poplin Fabric,,251,211,premium poplin fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/structured-poplin-fabric/,,,yes,no,/discover/structured-poplin-fabric/,yes,Structured Poplin Fabric Fabric Notes for Apparel,Structured poplin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn structured poplin fabric.,Structured Poplin Fabric,,237,197,structured poplin fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/flowy-poplin-fabric/,,,yes,no,/discover/flowy-poplin-fabric/,yes,Flowy Poplin Fabric for apparel sourcing,"Flowy poplin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn flowy poplin fabric, then.",Flowy Poplin Fabric,,254,214,flowy poplin fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/sheer-poplin-fabric/,,,yes,no,/discover/sheer-poplin-fabric/,yes,Sheer Poplin Fabric for apparel sourcing,"Sheer poplin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn sheer poplin fabric, then.",Sheer Poplin Fabric,,280,240,sheer poplin fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/opaque-poplin-fabric/,,,yes,no,/discover/opaque-poplin-fabric/,yes,Opaque Poplin Fabric Fabric Notes Fabric Notes,"Opaque poplin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn opaque poplin fabric, then.",Opaque Poplin Fabric,,283,243,opaque poplin fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/performance-poplin-fabric/,,,yes,no,/discover/performance-poplin-fabric/,yes,Performance Poplin Fabric Fabric Notes Use Notes,Performance poplin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn performance poplin.,Performance Poplin Fabric,,261,221,performance poplin fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/lightweight-satin-fabric/,,,yes,no,/discover/lightweight-satin-fabric/,yes,Lightweight Satin Fabric Fabric Notes for Apparel,Lightweight satin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn lightweight satin fabric.,Lightweight Satin Fabric,,263,223,lightweight satin fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/heavyweight-satin-fabric/,,,yes,no,/discover/heavyweight-satin-fabric/,yes,Heavyweight Satin Fabric Fabric Notes for Apparel,Heavyweight satin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn heavyweight satin fabric.,Heavyweight Satin Fabric,,247,207,heavyweight satin fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/breathable-satin-fabric/,,,yes,no,/discover/breathable-satin-fabric/,yes,Breathable Satin Fabric Fabric Notes for Apparel,Breathable satin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn breathable satin fabric.,Breathable Satin Fabric,,245,205,breathable satin fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/stretch-satin-fabric/,,,yes,no,/discover/stretch-satin-fabric/,yes,Stretch Satin Fabric Fabric Notes Fabric Notes,"Stretch satin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn stretch satin fabric, then.",Stretch Satin Fabric,,252,212,stretch satin fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/soft-satin-fabric/,,,yes,no,/discover/soft-satin-fabric/,yes,Soft Satin Fabric for apparel sourcing Use Notes,"Soft satin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn soft satin fabric, then compare.",Soft Satin Fabric,,251,211,soft satin fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/durable-satin-fabric/,,,yes,no,/discover/durable-satin-fabric/,yes,Durable Satin Fabric Fabric Notes Fabric Notes,"Durable satin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn durable satin fabric, then.",Durable Satin Fabric,,239,199,durable satin fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/premium-satin-fabric/,,,yes,no,/discover/premium-satin-fabric/,yes,Premium Satin Fabric Fabric Notes Fabric Notes,"Premium satin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn premium satin fabric, then.",Premium Satin Fabric,,246,206,premium satin fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/structured-satin-fabric/,,,yes,no,/discover/structured-satin-fabric/,yes,Structured Satin Fabric Fabric Notes for Apparel,Structured satin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn structured satin fabric.,Structured Satin Fabric,,231,191,structured satin fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/flowy-satin-fabric/,,,yes,no,/discover/flowy-satin-fabric/,yes,Flowy Satin Fabric for apparel sourcing Use Notes,"Flowy satin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn flowy satin fabric, then compare",Flowy Satin Fabric,,245,205,flowy satin fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/sheer-satin-fabric/,,,yes,no,/discover/sheer-satin-fabric/,yes,Sheer Satin Fabric for apparel sourcing Use Notes,"Sheer satin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn sheer satin fabric, then compare",Sheer Satin Fabric,,275,235,sheer satin fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/opaque-satin-fabric/,,,yes,no,/discover/opaque-satin-fabric/,yes,Opaque Satin Fabric for apparel sourcing,"Opaque satin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn opaque satin fabric, then.",Opaque Satin Fabric,,277,237,opaque satin fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/performance-satin-fabric/,,,yes,no,/discover/performance-satin-fabric/,yes,Performance Satin Fabric Fabric Notes for Apparel,Performance satin fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn performance satin fabric.,Performance Satin Fabric,,230,190,performance satin fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/lightweight-crepe-fabric/,,,yes,no,/discover/lightweight-crepe-fabric/,yes,Lightweight Crepe Fabric Fabric Notes for Apparel,Lightweight crepe fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn lightweight crepe fabric.,Lightweight Crepe Fabric,,265,225,lightweight crepe fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/heavyweight-crepe-fabric/,,,yes,no,/discover/heavyweight-crepe-fabric/,yes,Heavyweight Crepe Fabric Fabric Notes for Apparel,Heavyweight crepe fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn heavyweight crepe fabric.,Heavyweight Crepe Fabric,,249,209,heavyweight crepe fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/breathable-crepe-fabric/,,,yes,no,/discover/breathable-crepe-fabric/,yes,Breathable Crepe Fabric Fabric Notes for Apparel,Breathable crepe fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn breathable crepe fabric.,Breathable Crepe Fabric,,247,207,breathable crepe fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/stretch-crepe-fabric/,,,yes,no,/discover/stretch-crepe-fabric/,yes,Stretch Crepe Fabric Fabric Notes Fabric Notes,"Stretch crepe fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn stretch crepe fabric, then.",Stretch Crepe Fabric,,253,213,stretch crepe fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/soft-crepe-fabric/,,,yes,no,/discover/soft-crepe-fabric/,yes,Soft Crepe Fabric for apparel sourcing Use Notes,"Soft crepe fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn soft crepe fabric, then compare.",Soft Crepe Fabric,,252,212,soft crepe fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/durable-crepe-fabric/,,,yes,no,/discover/durable-crepe-fabric/,yes,Durable Crepe Fabric Fabric Notes Fabric Notes,"Durable crepe fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn durable crepe fabric, then.",Durable Crepe Fabric,,241,201,durable crepe fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/premium-crepe-fabric/,,,yes,no,/discover/premium-crepe-fabric/,yes,Premium Crepe Fabric Fabric Notes Fabric Notes,"Premium crepe fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn premium crepe fabric, then.",Premium Crepe Fabric,,247,207,premium crepe fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/structured-crepe-fabric/,,,yes,no,/discover/structured-crepe-fabric/,yes,Structured Crepe Fabric Fabric Notes for Apparel,Structured crepe fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn structured crepe fabric.,Structured Crepe Fabric,,232,192,structured crepe fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/flowy-crepe-fabric/,,,yes,no,/discover/flowy-crepe-fabric/,yes,Flowy Crepe Fabric for apparel sourcing Use Notes,"Flowy crepe fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn flowy crepe fabric, then compare",Flowy Crepe Fabric,,247,207,flowy crepe fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/sheer-crepe-fabric/,,,yes,no,/discover/sheer-crepe-fabric/,yes,Sheer Crepe Fabric for apparel sourcing Use Notes,"Sheer crepe fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn sheer crepe fabric, then compare",Sheer Crepe Fabric,,276,236,sheer crepe fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/opaque-crepe-fabric/,,,yes,no,/discover/opaque-crepe-fabric/,yes,Opaque Crepe Fabric for apparel sourcing,"Opaque crepe fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn opaque crepe fabric, then.",Opaque Crepe Fabric,,278,238,opaque crepe fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/performance-crepe-fabric/,,,yes,no,/discover/performance-crepe-fabric/,yes,Performance Crepe Fabric Fabric Notes for Apparel,Performance crepe fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn performance crepe fabric.,Performance Crepe Fabric,,231,191,performance crepe fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/lightweight-canvas-fabric/,,,yes,no,/discover/lightweight-canvas-fabric/,yes,Lightweight Canvas Fabric Fabric Notes Use Notes,Lightweight canvas fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn lightweight canvas.,Lightweight Canvas Fabric,,275,235,lightweight canvas fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/heavyweight-canvas-fabric/,,,yes,no,/discover/heavyweight-canvas-fabric/,yes,Heavyweight Canvas Fabric Fabric Notes Use Notes,Heavyweight canvas fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn heavyweight canvas.,Heavyweight Canvas Fabric,,252,212,heavyweight canvas fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/breathable-canvas-fabric/,,,yes,no,/discover/breathable-canvas-fabric/,yes,Breathable Canvas Fabric Fabric Notes for Apparel,Breathable canvas fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn breathable canvas fabric.,Breathable Canvas Fabric,,258,218,breathable canvas fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/stretch-canvas-fabric/,,,yes,no,/discover/stretch-canvas-fabric/,yes,Stretch Canvas Fabric Fabric Notes Fabric Notes,"Stretch canvas fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn stretch canvas fabric, then….",Stretch Canvas Fabric,,255,215,stretch canvas fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/soft-canvas-fabric/,,,yes,no,/discover/soft-canvas-fabric/,yes,Soft Canvas Fabric for apparel sourcing Use Notes,"Soft canvas fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn soft canvas fabric, then compare",Soft Canvas Fabric,,248,208,soft canvas fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/durable-canvas-fabric/,,,yes,no,/discover/durable-canvas-fabric/,yes,Durable Canvas Fabric Fabric Notes Fabric Notes,"Durable canvas fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn durable canvas fabric, then….",Durable Canvas Fabric,,244,204,durable canvas fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/premium-canvas-fabric/,,,yes,no,/discover/premium-canvas-fabric/,yes,Premium Canvas Fabric Fabric Notes Fabric Notes,"Premium canvas fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn premium canvas fabric, then….",Premium Canvas Fabric,,249,209,premium canvas fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/structured-canvas-fabric/,,,yes,no,/discover/structured-canvas-fabric/,yes,Structured Canvas Fabric Fabric Notes for Apparel,Structured canvas fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn structured canvas fabric.,Structured Canvas Fabric,,235,195,structured canvas fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/opaque-canvas-fabric/,,,yes,no,/discover/opaque-canvas-fabric/,yes,Opaque Canvas Fabric Fabric Notes Fabric Notes,"Opaque canvas fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn opaque canvas fabric, then.",Opaque Canvas Fabric,,281,241,opaque canvas fabric,commercial_investigation,,,,7,,,supporting,C,
/discover/performance-canvas-fabric/,,,yes,no,/discover/performance-canvas-fabric/,yes,Performance Canvas Fabric Fabric Notes Use Notes,Performance canvas fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn performance canvas.,Performance Canvas Fabric,,254,214,performance canvas fabric,commercial_investigation,,,,6,,,supporting,C,
/discover/lightweight-oxford-fabric/,,,yes,no,/discover/lightweight-oxford-fabric/,yes,Lightweight Oxford Fabric Fabric Notes Use Notes,Lightweight oxford fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn lightweight oxford.,Lightweight Oxford Fabric,,269,229,lightweight oxford fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/heavyweight-oxford-fabric/,,,yes,no,/discover/heavyweight-oxford-fabric/,yes,Heavyweight Oxford Fabric Fabric Notes Use Notes,Heavyweight oxford fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn heavyweight oxford.,Heavyweight Oxford Fabric,,250,210,heavyweight oxford fabric,commercial_investigation,,,,8,,,supporting,C,
/discover/breathable-oxford-fabric/,,,yes,no,/discover/breathable-oxford-fabric/,yes,Breathable Oxford Fabric Fabric Notes for Apparel,Breathable oxford fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn breathable oxford fabric.,Breathable Oxford Fabric,,252,212,breathable oxford fabric,commercial_investigation,,,,7,,,supporting,C,
