url,page_type,canonical,indexable,primary_keyword,secondary_keywords,search_intent,keyword_group,h1,h2s,title,meta_description,content_depth,unique_content,duplicate_risk,question_answer_quality,image,image_relevance,image_alt,internal_links,schema,recommended_action
/discover/performance-linen-fabric/,semantic_landing,/discover/performance-linen-fabric/,yes,performance linen fabric,linen performance fabric,commercial_investigation,fabric_type,Performance Linen Fabric,Judging performance on linen | Where performance is the wrong assumption,Performance Linen Fabric Sourcing Notes,Performance linen fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn performance linen fabric.,developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/european-flax-linen-primary.webp,catalog_or_topic_image,European flax linen with a natural irregular plain weave,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/linen-lightweight/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/lightweight-silk-fabric/,semantic_landing,/discover/lightweight-silk-fabric/,yes,lightweight silk fabric,silk lightweight fabric,commercial_investigation,fabric_type,Lightweight Silk Fabric,Judging lightweight on silk | Where lightweight is the wrong assumption,Lightweight Silk Fabric Sourcing Notes,Lightweight silk fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn lightweight silk fabric.,developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/silk-chiffon-primary.webp,catalog_or_topic_image,Deep burgundy transparent silk chiffon in fluid folds,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/silk-sheer/ /guides/fabric-weight-and-gsm/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/heavyweight-silk-fabric/,semantic_landing,/discover/heavyweight-silk-fabric/,yes,heavyweight silk fabric,silk heavyweight fabric,commercial_investigation,fabric_type,Heavyweight Silk Fabric,Judging heavyweight on silk | Where heavyweight is the wrong assumption,Heavyweight Silk Fabric Sourcing Notes,Heavyweight silk fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn heavyweight silk fabric.,developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/silk-chiffon-primary.webp,catalog_or_topic_image,Deep burgundy transparent silk chiffon in fluid folds,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/silk-sheer/ /guides/fabric-weight-and-gsm/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/breathable-silk-fabric/,semantic_landing,/discover/breathable-silk-fabric/,yes,breathable silk fabric,silk breathable fabric,commercial_investigation,performance,Breathable Silk Fabric,Judging breathable on silk | Where breathable is the wrong assumption,Breathable Silk Fabric Sourcing Notes,Breathable silk fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn breathable silk fabric.,developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/silk-chiffon-primary.webp,catalog_or_topic_image,Deep burgundy transparent silk chiffon in fluid folds,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/silk-sheer/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/stretch-silk-fabric/,semantic_landing,/discover/stretch-silk-fabric/,yes,stretch silk fabric,silk stretch fabric,commercial_investigation,performance,Stretch Silk Fabric,Judging stretch on silk | Where stretch is the wrong assumption,Stretch Silk Fabric Sourcing Notes,"Stretch silk fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn stretch silk fabric, then.",developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/silk-chiffon-primary.webp,catalog_or_topic_image,Deep burgundy transparent silk chiffon in fluid folds,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/silk-sheer/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/soft-silk-fabric/,semantic_landing,/discover/soft-silk-fabric/,yes,soft silk fabric,silk soft fabric,commercial_investigation,fabric_type,Soft Silk Fabric,Judging soft on silk | Where soft is the wrong assumption,Soft Silk Fabric for apparel sourcing,"Soft silk fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn soft silk fabric, then compare.",developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/silk-chiffon-primary.webp,catalog_or_topic_image,Deep burgundy transparent silk chiffon in fluid folds,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/silk-sheer/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/durable-silk-fabric/,semantic_landing,/discover/durable-silk-fabric/,yes,durable silk fabric,silk durable fabric,commercial_investigation,fabric_type,Durable Silk Fabric,Judging durable on silk | Where durable is the wrong assumption,Durable Silk Fabric Sourcing Notes,"Durable silk fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn durable silk fabric, then.",developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/silk-chiffon-primary.webp,catalog_or_topic_image,Deep burgundy transparent silk chiffon in fluid folds,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/silk-sheer/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/premium-silk-fabric/,semantic_landing,/discover/premium-silk-fabric/,yes,premium silk fabric,silk premium fabric,commercial_investigation,fabric_type,Premium Silk Fabric,Judging premium on silk | Where premium is the wrong assumption,Premium Silk Fabric Sourcing Notes,"Premium silk fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn premium silk fabric, then.",developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/silk-chiffon-primary.webp,catalog_or_topic_image,Deep burgundy transparent silk chiffon in fluid folds,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/silk-sheer/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/structured-silk-fabric/,semantic_landing,/discover/structured-silk-fabric/,yes,structured silk fabric,silk structured fabric,commercial_investigation,fabric_type,Structured Silk Fabric,Judging structured on silk | Where structured is the wrong assumption,Structured Silk Fabric Sourcing Notes,Structured silk fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn structured silk fabric.,developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/silk-chiffon-primary.webp,catalog_or_topic_image,Deep burgundy transparent silk chiffon in fluid folds,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/silk-sheer/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/flowy-silk-fabric/,semantic_landing,/discover/flowy-silk-fabric/,yes,flowy silk fabric,silk flowy fabric,commercial_investigation,fabric_type,Flowy Silk Fabric,Judging flowy on silk | Where flowy is the wrong assumption,Flowy Silk Fabric for apparel sourcing,"Flowy silk fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn flowy silk fabric, then compare.",developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/silk-chiffon-primary.webp,catalog_or_topic_image,Deep burgundy transparent silk chiffon in fluid folds,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/silk-sheer/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/sheer-silk-fabric/,semantic_landing,/discover/sheer-silk-fabric/,yes,sheer silk fabric,silk sheer fabric,commercial_investigation,fabric_type,Sheer Silk Fabric,Judging sheer on silk | Where sheer is the wrong assumption,Sheer Silk Fabric for apparel sourcing,"Sheer silk fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn sheer silk fabric, then compare.",developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/silk-chiffon-primary.webp,catalog_or_topic_image,Deep burgundy transparent silk chiffon in fluid folds,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/silk-sheer/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/opaque-silk-fabric/,semantic_landing,/discover/opaque-silk-fabric/,yes,opaque silk fabric,silk opaque fabric,commercial_investigation,fabric_type,Opaque Silk Fabric,Judging opaque on silk | Where opaque is the wrong assumption,Opaque Silk Fabric Sourcing Notes,"Opaque silk fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn opaque silk fabric, then compare",developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/silk-chiffon-primary.webp,catalog_or_topic_image,Deep burgundy transparent silk chiffon in fluid folds,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/silk-sheer/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/performance-silk-fabric/,semantic_landing,/discover/performance-silk-fabric/,yes,performance silk fabric,silk performance fabric,commercial_investigation,fabric_type,Performance Silk Fabric,Judging performance on silk | Where performance is the wrong assumption,Performance Silk Fabric Sourcing Notes,Performance silk fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn performance silk fabric.,developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/silk-chiffon-primary.webp,catalog_or_topic_image,Deep burgundy transparent silk chiffon in fluid folds,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/silk-sheer/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/lightweight-wool-fabric/,semantic_landing,/discover/lightweight-wool-fabric/,yes,lightweight wool fabric,wool lightweight fabric,commercial_investigation,fabric_type,Lightweight Wool Fabric,Judging lightweight on wool | Where lightweight is the wrong assumption,Lightweight Wool Fabric Sourcing Notes,Lightweight wool fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn lightweight wool fabric.,developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,catalog_or_topic_image,Fine tropical worsted wool with a crisp breathable tailoring weave,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/tailoring/ /guides/fabric-weight-and-gsm/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/heavyweight-wool-fabric/,semantic_landing,/discover/heavyweight-wool-fabric/,yes,heavyweight wool fabric,wool heavyweight fabric,commercial_investigation,fabric_type,Heavyweight Wool Fabric,Judging heavyweight on wool | Where heavyweight is the wrong assumption,Heavyweight Wool Fabric Sourcing Notes,Heavyweight wool fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn heavyweight wool fabric.,developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,catalog_or_topic_image,Fine tropical worsted wool with a crisp breathable tailoring weave,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/tailoring/ /guides/fabric-weight-and-gsm/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/breathable-wool-fabric/,semantic_landing,/discover/breathable-wool-fabric/,yes,breathable wool fabric,wool breathable fabric,commercial_investigation,performance,Breathable Wool Fabric,Judging breathable on wool | Where breathable is the wrong assumption,Breathable Wool Fabric Sourcing Notes,Breathable wool fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn breathable wool fabric.,developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,catalog_or_topic_image,Fine tropical worsted wool with a crisp breathable tailoring weave,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/tailoring/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/stretch-wool-fabric/,semantic_landing,/discover/stretch-wool-fabric/,yes,stretch wool fabric,wool stretch fabric,commercial_investigation,performance,Stretch Wool Fabric,Judging stretch on wool | Where stretch is the wrong assumption,Stretch Wool Fabric Sourcing Notes,"Stretch wool fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn stretch wool fabric, then.",developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,catalog_or_topic_image,Fine tropical worsted wool with a crisp breathable tailoring weave,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/tailoring/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/soft-wool-fabric/,semantic_landing,/discover/soft-wool-fabric/,yes,soft wool fabric,wool soft fabric,commercial_investigation,fabric_type,Soft Wool Fabric,Judging soft on wool | Where soft is the wrong assumption,Soft Wool Fabric for apparel sourcing,"Soft wool fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn soft wool fabric, then compare.",developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,catalog_or_topic_image,Fine tropical worsted wool with a crisp breathable tailoring weave,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/tailoring/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/durable-wool-fabric/,semantic_landing,/discover/durable-wool-fabric/,yes,durable wool fabric,wool durable fabric,commercial_investigation,fabric_type,Durable Wool Fabric,Judging durable on wool | Where durable is the wrong assumption,Durable Wool Fabric Sourcing Notes,"Durable wool fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn durable wool fabric, then.",developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,catalog_or_topic_image,Fine tropical worsted wool with a crisp breathable tailoring weave,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/tailoring/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/premium-wool-fabric/,semantic_landing,/discover/premium-wool-fabric/,yes,premium wool fabric,wool premium fabric,commercial_investigation,fabric_type,Premium Wool Fabric,Judging premium on wool | Where premium is the wrong assumption,Premium Wool Fabric Sourcing Notes,"Premium wool fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn premium wool fabric, then.",developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,catalog_or_topic_image,Fine tropical worsted wool with a crisp breathable tailoring weave,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/tailoring/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/structured-wool-fabric/,semantic_landing,/discover/structured-wool-fabric/,yes,structured wool fabric,wool structured fabric,commercial_investigation,fabric_type,Structured Wool Fabric,Judging structured on wool | Where structured is the wrong assumption,Structured Wool Fabric Sourcing Notes,Structured wool fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn structured wool fabric.,developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,catalog_or_topic_image,Fine tropical worsted wool with a crisp breathable tailoring weave,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/tailoring/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/flowy-wool-fabric/,semantic_landing,/discover/flowy-wool-fabric/,yes,flowy wool fabric,wool flowy fabric,commercial_investigation,fabric_type,Flowy Wool Fabric,Judging flowy on wool | Where flowy is the wrong assumption,Flowy Wool Fabric for apparel sourcing,"Flowy wool fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn flowy wool fabric, then compare.",developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,catalog_or_topic_image,Fine tropical worsted wool with a crisp breathable tailoring weave,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/tailoring/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/sheer-wool-fabric/,semantic_landing,/discover/sheer-wool-fabric/,yes,sheer wool fabric,wool sheer fabric,commercial_investigation,fabric_type,Sheer Wool Fabric,Judging sheer on wool | Where sheer is the wrong assumption,Sheer Wool Fabric for apparel sourcing,"Sheer wool fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn sheer wool fabric, then compare.",developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,catalog_or_topic_image,Fine tropical worsted wool with a crisp breathable tailoring weave,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/tailoring/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/opaque-wool-fabric/,semantic_landing,/discover/opaque-wool-fabric/,yes,opaque wool fabric,wool opaque fabric,commercial_investigation,fabric_type,Opaque Wool Fabric,Judging opaque on wool | Where opaque is the wrong assumption,Opaque Wool Fabric Sourcing Notes,"Opaque wool fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn opaque wool fabric, then compare",developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,catalog_or_topic_image,Fine tropical worsted wool with a crisp breathable tailoring weave,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/tailoring/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/performance-wool-fabric/,semantic_landing,/discover/performance-wool-fabric/,yes,performance wool fabric,wool performance fabric,commercial_investigation,fabric_type,Performance Wool Fabric,Judging performance on wool | Where performance is the wrong assumption,Performance Wool Fabric Sourcing Notes,Performance wool fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn performance wool fabric.,developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,catalog_or_topic_image,Fine tropical worsted wool with a crisp breathable tailoring weave,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/tailoring/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/lightweight-denim-fabric/,semantic_landing,/discover/lightweight-denim-fabric/,yes,lightweight denim fabric,denim lightweight fabric,commercial_investigation,fabric_type,Lightweight Denim Fabric,Judging lightweight on denim | Where lightweight is the wrong assumption,Lightweight Denim Fabric Sourcing Notes,Lightweight denim fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn lightweight denim fabric.,developed,shares structure or a parent fact with siblings,high_review,not_a_question_page,/media/fabrics/lightweight-denim-primary.webp,catalog_or_topic_image,Lightweight blue cotton denim with a fine diagonal twill,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/denim/ /guides/fabric-weight-and-gsm/,Organization|CollectionPage|FAQPage|BreadcrumbList,Review for a future redirect. Not applied.
/discover/heavyweight-denim-fabric/,semantic_landing,/discover/heavyweight-denim-fabric/,yes,heavyweight denim fabric,denim heavyweight fabric,commercial_investigation,fabric_type,Heavyweight Denim Fabric,Judging heavyweight on denim | Where heavyweight is the wrong assumption,Heavyweight Denim Fabric Sourcing Notes,Heavyweight denim fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn heavyweight denim fabric.,developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/lightweight-denim-primary.webp,catalog_or_topic_image,Lightweight blue cotton denim with a fine diagonal twill,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/denim/ /guides/fabric-weight-and-gsm/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/breathable-denim-fabric/,semantic_landing,/discover/breathable-denim-fabric/,yes,breathable denim fabric,denim breathable fabric,commercial_investigation,performance,Breathable Denim Fabric,Judging breathable on denim | Where breathable is the wrong assumption,Breathable Denim Fabric Sourcing Notes,Breathable denim fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn breathable denim fabric.,developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/lightweight-denim-primary.webp,catalog_or_topic_image,Lightweight blue cotton denim with a fine diagonal twill,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/denim/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/stretch-denim-fabric/,semantic_landing,/discover/stretch-denim-fabric/,yes,stretch denim fabric,denim stretch fabric,commercial_investigation,performance,Stretch Denim Fabric,Judging stretch on denim | Where stretch is the wrong assumption,Stretch Denim Fabric Sourcing Notes,"Stretch denim fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn stretch denim fabric, then.",developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/lightweight-denim-primary.webp,catalog_or_topic_image,Lightweight blue cotton denim with a fine diagonal twill,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/denim/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/soft-denim-fabric/,semantic_landing,/discover/soft-denim-fabric/,yes,soft denim fabric,denim soft fabric,commercial_investigation,fabric_type,Soft Denim Fabric,Judging soft on denim | Where soft is the wrong assumption,Soft Denim Fabric for apparel sourcing,"Soft denim fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn soft denim fabric, then compare.",developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/lightweight-denim-primary.webp,catalog_or_topic_image,Lightweight blue cotton denim with a fine diagonal twill,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/denim/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/durable-denim-fabric/,semantic_landing,/discover/durable-denim-fabric/,yes,durable denim fabric,denim durable fabric,commercial_investigation,fabric_type,Durable Denim Fabric,Judging durable on denim | Where durable is the wrong assumption,Durable Denim Fabric Sourcing Notes,"Durable denim fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn durable denim fabric, then.",developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/lightweight-denim-primary.webp,catalog_or_topic_image,Lightweight blue cotton denim with a fine diagonal twill,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/denim/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/premium-denim-fabric/,semantic_landing,/discover/premium-denim-fabric/,yes,premium denim fabric,denim premium fabric,commercial_investigation,fabric_type,Premium Denim Fabric,Judging premium on denim | Where premium is the wrong assumption,Premium Denim Fabric Sourcing Notes,"Premium denim fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn premium denim fabric, then.",developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/lightweight-denim-primary.webp,catalog_or_topic_image,Lightweight blue cotton denim with a fine diagonal twill,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/denim/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/structured-denim-fabric/,semantic_landing,/discover/structured-denim-fabric/,yes,structured denim fabric,denim structured fabric,commercial_investigation,fabric_type,Structured Denim Fabric,Judging structured on denim | Where structured is the wrong assumption,Structured Denim Fabric Sourcing Notes,Structured denim fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn structured denim fabric.,developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/lightweight-denim-primary.webp,catalog_or_topic_image,Lightweight blue cotton denim with a fine diagonal twill,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/denim/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/opaque-denim-fabric/,semantic_landing,/discover/opaque-denim-fabric/,yes,opaque denim fabric,denim opaque fabric,commercial_investigation,fabric_type,Opaque Denim Fabric,Judging opaque on denim | Where opaque is the wrong assumption,Opaque Denim Fabric Sourcing Notes,"Opaque denim fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn opaque denim fabric, then.",developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/lightweight-denim-primary.webp,catalog_or_topic_image,Lightweight blue cotton denim with a fine diagonal twill,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/denim/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/performance-denim-fabric/,semantic_landing,/discover/performance-denim-fabric/,yes,performance denim fabric,denim performance fabric,commercial_investigation,fabric_type,Performance Denim Fabric,Judging performance on denim | Where performance is the wrong assumption,Performance Denim Fabric Sourcing Notes,Performance denim fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn performance denim fabric.,developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/lightweight-denim-primary.webp,catalog_or_topic_image,Lightweight blue cotton denim with a fine diagonal twill,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /collections/denim/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/lightweight-polyester-fabric/,semantic_landing,/discover/lightweight-polyester-fabric/,yes,lightweight polyester fabric,polyester lightweight fabric,commercial_investigation,fabric_type,Lightweight Polyester Fabric,Judging lightweight on polyester | Where lightweight is the wrong assumption,Lightweight Polyester Fabric Sourcing Notes,Lightweight polyester fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn lightweight polyester…,developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/stretch-woven-compression-primary.webp,catalog_or_topic_image,Dense stretch-woven compression fabric with a fine technical grid,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /discover/polyester-fabric/ /guides/fabric-weight-and-gsm/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
/discover/heavyweight-polyester-fabric/,semantic_landing,/discover/heavyweight-polyester-fabric/,yes,heavyweight polyester fabric,polyester heavyweight fabric,commercial_investigation,fabric_type,Heavyweight Polyester Fabric,Judging heavyweight on polyester | Where heavyweight is the wrong assumption,Heavyweight Polyester Fabric Sourcing Notes,Heavyweight polyester fabric is a useful filter only when the attribute is evidenced by construction and published weight. Learn heavyweight polyester…,developed,shares structure or a parent fact with siblings,combination_overlap,not_a_question_page,/media/fabrics/stretch-woven-compression-primary.webp,catalog_or_topic_image,Dense stretch-woven compression fabric with a fine technical grid,/marketplace/ /fabrics/ /collections/ /fabric-sourcing/ /guides/ /discover/polyester-fabric/ /guides/fabric-weight-and-gsm/,Organization|CollectionPage|FAQPage|BreadcrumbList,Keep as a supporting note. Do not expand this pattern.
