url,category,page_type,h1,primary_keyword,secondary_keywords,search_intent,word_count,unique_content_score,similarity_risk,canonical,sitemap,incoming_links,outgoing_links,crawl_depth,image_count,alt_status,structured_data,value_class,recommended_action,reason,h2s
/discover/sheer-poplin-fabric/,Discover,semantic_landing,Sheer Poplin Fabric,sheer poplin fabric,poplin sheer fabric,commercial_investigation,549,31,HIGH OVERLAP,/discover/sheer-poplin-fabric/,included,1,8,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/heavyweight-poplin-fabric/ (69% after entity names are normalized) but the query is different (sheer poplin fabric vs nearest). Text similarity alone is not treated as a duplicate.,Understanding poplin as a sourcing family | What “sheer” should mean in a fabric brief | How sheer shows up in poplin | From brief to inquiry | Buyer notes for poplin
/discover/sheer-rayon-fabric/,Discover,semantic_landing,Sheer Rayon Fabric,sheer rayon fabric,rayon sheer fabric,commercial_investigation,588,30,HIGH OVERLAP,/discover/sheer-rayon-fabric/,included,1,7,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/flowy-rayon-fabric/ (70% after entity names are normalized) but the query is different (sheer rayon fabric vs nearest). Text similarity alone is not treated as a duplicate.,What rayon fabric is in practice | Sheer as a selection filter | How sheer shows up in rayon | A practical discovery path | Buyer notes for rayon
/discover/sheer-satin-fabric/,Discover,semantic_landing,Sheer Satin Fabric,sheer satin fabric,satin sheer fabric,commercial_investigation,553,31,HIGH OVERLAP,/discover/sheer-satin-fabric/,included,1,7,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/premium-satin-fabric/ (69% after entity names are normalized) but the query is different (sheer satin fabric vs nearest). Text similarity alone is not treated as a duplicate.,Satin fabric beyond the fibre name | How to judge sheer fabric responsibly | How sheer shows up in satin | How to shortlist on FabStitch | Buyer notes for satin
/discover/sheer-shirt-fabric/,Discover,semantic_landing,Sheer Fabric for Shirts,sheer shirt fabric,sheer fabric for shirts,commercial_investigation,549,29,HIGH OVERLAP,/discover/sheer-shirt-fabric/,included,1,10,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/performance-shirt-fabric/ (71% after entity names are normalized) but the query is different (sheer shirt fabric vs nearest). Text similarity alone is not treated as a duplicate.,Shirt requirements that change the shortlist | Sheer as a selection filter | Sheer choices for shirts | A practical discovery path | Applying this to shirts
/discover/sheer-silk-fabric/,Discover,semantic_landing,Sheer Silk Fabric,sheer silk fabric,silk sheer fabric,commercial_investigation,607,27,HIGH OVERLAP,/discover/sheer-silk-fabric/,included,1,7,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/performance-silk-fabric/ (73% after entity names are normalized) but the query is different (sheer silk fabric vs nearest). Text similarity alone is not treated as a duplicate.,Silk fabric beyond the fibre name | How to judge sheer fabric responsibly | How sheer shows up in silk | How to shortlist on FabStitch | Buyer notes for silk
/discover/sheer-skirt-fabric/,Discover,semantic_landing,Sheer Fabric for Skirts,sheer skirt fabric,sheer fabric for skirts,commercial_investigation,469,35,HIGH OVERLAP,/discover/sheer-skirt-fabric/,included,1,8,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/flowy-skirt-fabric/ (65% after entity names are normalized) but the query is different (sheer skirt fabric vs nearest). Text similarity alone is not treated as a duplicate.,Building a skirt fabric brief | What “sheer” should mean in a fabric brief | Sheer choices for skirts | From brief to inquiry | Applying this to skirts
/discover/sheer-suit-fabric/,Discover,semantic_landing,Sheer Fabric for Suits,sheer suit fabric,sheer fabric for suits,commercial_investigation,505,38,HIGH OVERLAP,/discover/sheer-suit-fabric/,included,1,8,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/soft-suit-fabric/ (62% after entity names are normalized) but the query is different (sheer suit fabric vs nearest). Text similarity alone is not treated as a duplicate.,What suits demand from cloth | How to judge sheer fabric responsibly | Sheer choices for suits | How to shortlist on FabStitch | Applying this to suits | sheer
/discover/sheer-trouser-fabric/,Discover,semantic_landing,Sheer Fabric for Trousers,sheer trouser fabric,sheer fabric for trousers,commercial_investigation,517,32,HIGH OVERLAP,/discover/sheer-trouser-fabric/,included,1,8,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/performance-trouser-fabric/ (68% after entity names are normalized) but the query is different (sheer trouser fabric vs nearest). Text similarity alone is not treated as a duplicate.,What trousers demand from cloth | How to judge sheer fabric responsibly | Sheer choices for trousers | How to shortlist on FabStitch | Applying this to trousers
/discover/sheer-velvet-fabric/,Discover,semantic_landing,Sheer Velvet Fabric,sheer velvet fabric,velvet sheer fabric,commercial_investigation,547,28,HIGH OVERLAP,/discover/sheer-velvet-fabric/,included,1,8,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/structured-velvet-fabric/ (72% after entity names are normalized) but the query is different (sheer velvet fabric vs nearest). Text similarity alone is not treated as a duplicate.,Understanding velvet as a sourcing family | What “sheer” should mean in a fabric brief | How sheer shows up in velvet | From brief to inquiry | Buyer notes for velvet
/discover/sheer-viscose-fabric/,Discover,semantic_landing,Sheer Viscose Fabric,sheer viscose fabric,viscose sheer fabric,commercial_investigation,568,29,HIGH OVERLAP,/discover/sheer-viscose-fabric/,included,1,7,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/performance-viscose-fabric/ (71% after entity names are normalized) but the query is different (sheer viscose fabric vs nearest). Text similarity alone is not treated as a duplicate.,Viscose fabric beyond the fibre name | How to judge sheer fabric responsibly | How sheer shows up in viscose | How to shortlist on FabStitch | Buyer notes for viscose
/discover/sheer-wool-fabric/,Discover,semantic_landing,Sheer Wool Fabric,sheer wool fabric,wool sheer fabric,commercial_investigation,593,27,HIGH OVERLAP,/discover/sheer-wool-fabric/,included,1,7,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/performance-wool-fabric/ (73% after entity names are normalized) but the query is different (sheer wool fabric vs nearest). Text similarity alone is not treated as a duplicate.,Understanding wool as a sourcing family | What “sheer” should mean in a fabric brief | How sheer shows up in wool | From brief to inquiry | Buyer notes for wool
/discover/silk-blouses/,Discover,semantic_landing,Silk Blouse Fabric,silk fabric for blouses,silk blouse fabric; blouse silk fabric,commercial_investigation,564,33,HIGH OVERLAP,/discover/silk-blouses/,included,1,9,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Same intent and close keyword as /discover/soft-silk-blouses/. Keep this URL as the primary and merge the weaker sibling into it.,Silk fabric beyond the fibre name | What blouses demand from cloth | Silk for blouses: selection logic | How to shortlist on FabStitch
/discover/silk-dresses/,Discover,semantic_landing,Silk Dress Fabric,silk fabric for dresses,silk dress fabric; dress silk fabric,commercial_investigation,592,31,HIGH OVERLAP,/discover/silk-dresses/,included,1,10,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Same intent and close keyword as /discover/premium-silk-dresses/. Keep this URL as the primary and merge the weaker sibling into it.,What silk fabric is in practice | Dress requirements that change the shortlist | When silk fits dresses | A practical discovery path
/discover/silk-skirts/,Discover,semantic_landing,Silk Fabric for Skirts,silk fabric for skirts,silk skirt fabric; skirt silk fabric,commercial_investigation,550,47,REVIEW,/discover/silk-skirts/,included,1,9,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE,Partial overlap with /discover/silk-blouses/ (53% entity-normalized). Same intent label.,Silk fabric beyond the fibre name | What skirts demand from cloth | Silk for skirts: selection logic | How to shortlist on FabStitch
/discover/silk-versus-satin/,Discover,semantic_landing,Silk versus satin,silk vs satin,comparison; FabStitch,informational,402,86,STRONG DIFFERENTIATION,/discover/silk-versus-satin/,included,1,5,3,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,A,KEEP INDEXABLE,Body stays distinct from the nearest discover:comparison sibling /discover/viscose-versus-rayon/ (14% entity-normalized overlap).,What this means | Why it matters when sourcing | Applying silk vs satin on FabStitch | What to avoid and how to choose
/discover/silk-vs-viscose/,Discover,semantic_landing,Silk vs Viscose Fabric: Differences & Uses,silk vs viscose,silk vs viscose fabric; viscose vs silk,informational,550,56,REVIEW,/discover/silk-vs-viscose/,included,2,8,3,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE,Partial overlap with /discover/polyester-vs-viscose/ (44% entity-normalized). Same intent label.,"What silk contributes | What viscose contributes | Hand, drape and texture | Weight and published GSM | When to start with silk | When to start with viscose | How a business should source the shortlist"
/discover/soft-activewear-piece-fabric/,Discover,semantic_landing,Soft Fabric for Activewear,soft activewear piece fabric,soft fabric for activewear,commercial_investigation,484,39,HIGH OVERLAP,/discover/soft-activewear-piece-fabric/,included,1,8,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/premium-activewear-piece-fabric/ (61% after entity names are normalized) but the query is different (soft activewear piece fabric vs nearest). Text similarity alone is not treated as a duplicate.,What activewear demand from cloth | How to judge soft fabric responsibly | Soft choices for activewear | How to shortlist on FabStitch | Applying this to activewear
/discover/soft-blazer-fabric/,Discover,semantic_landing,Soft Fabric for Blazers,soft blazer fabric,soft fabric for blazers,commercial_investigation,504,39,HIGH OVERLAP,/discover/soft-blazer-fabric/,included,1,8,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/premium-blazer-fabric/ (61% after entity names are normalized) but the query is different (soft blazer fabric vs nearest). Text similarity alone is not treated as a duplicate.,What blazers demand from cloth | How to judge soft fabric responsibly | Soft choices for blazers | How to shortlist on FabStitch | Applying this to blazers
/discover/soft-blouse-fabric/,Discover,semantic_landing,Soft Fabric for Blouses,soft blouse fabric,soft fabric for blouses,commercial_investigation,494,37,HIGH OVERLAP,/discover/soft-blouse-fabric/,included,1,8,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/durable-blouse-fabric/ (63% after entity names are normalized) but the query is different (soft blouse fabric vs nearest). Text similarity alone is not treated as a duplicate.,What blouses demand from cloth | How to judge soft fabric responsibly | Soft choices for blouses | How to shortlist on FabStitch | Applying this to blouses
/discover/soft-canvas-fabric/,Discover,semantic_landing,Soft Canvas Fabric,soft canvas fabric,canvas soft fabric,commercial_investigation,554,32,HIGH OVERLAP,/discover/soft-canvas-fabric/,included,1,7,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/structured-canvas-fabric/ (68% after entity names are normalized) but the query is different (soft canvas fabric vs nearest). Text similarity alone is not treated as a duplicate.,What canvas fabric is in practice | Soft as a selection filter | How soft shows up in canvas | A practical discovery path | Buyer notes for canvas
/discover/soft-canvas-jackets/,Discover,semantic_landing,Soft Canvas for Jackets,soft canvas fabric for jackets,soft canvas jacket fabric,commercial_investigation,702,23,HIGH OVERLAP,/discover/soft-canvas-jackets/,included,1,9,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/structured-canvas-jackets/ (77% after entity names are normalized) but the query is different (soft canvas fabric for jackets vs nearest). Text similarity alone is not treated as a duplicate.,Canvas fabric beyond the fibre name | What jackets demand from cloth | How to judge soft fabric responsibly | Canvas for jackets: selection logic | How soft shows up in canvas | How to shortlist on FabStitch
/discover/soft-canvas-trousers/,Discover,semantic_landing,Soft Canvas for Trousers,soft canvas fabric for trousers,soft canvas trouser fabric,commercial_investigation,719,33,HIGH OVERLAP,/discover/soft-canvas-trousers/,included,1,9,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/soft-canvas-workwear/ (67% after entity names are normalized) but the query is different (soft canvas fabric for trousers vs nearest). Text similarity alone is not treated as a duplicate.,Understanding canvas as a sourcing family | Building a trouser fabric brief | What “soft” should mean in a fabric brief | Matching canvas to a trouser silhouette | How soft shows up in canvas | From brief to inquiry
/discover/soft-canvas-workwear/,Discover,semantic_landing,Soft Canvas for Workwear,soft canvas fabric for workwear,soft canvas workwear piece fabric,commercial_investigation,660,26,HIGH OVERLAP,/discover/soft-canvas-workwear/,included,1,9,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/durable-canvas-workwear/ (74% after entity names are normalized) but the query is different (soft canvas fabric for workwear vs nearest). Text similarity alone is not treated as a duplicate.,Understanding canvas as a sourcing family | Building a workwear piece fabric brief | What “soft” should mean in a fabric brief | Matching canvas to a workwear piece silhouette | How soft shows up in canvas | From brief to inquiry
/discover/soft-chiffon-blouses/,Discover,semantic_landing,Soft Chiffon for Blouses,soft chiffon fabric for blouses,soft chiffon blouse fabric,commercial_investigation,681,26,HIGH OVERLAP,/discover/soft-chiffon-blouses/,included,1,10,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/stretch-chiffon-blouses/ (74% after entity names are normalized) but the query is different (soft chiffon fabric for blouses vs nearest). Text similarity alone is not treated as a duplicate.,Understanding chiffon as a sourcing family | Building a blouse fabric brief | What “soft” should mean in a fabric brief | Matching chiffon to a blouse silhouette | How soft shows up in chiffon | From brief to inquiry
/discover/soft-chiffon-dresses/,Discover,semantic_landing,Soft Chiffon for Dresses,soft chiffon fabric for dresses,soft chiffon dress fabric,commercial_investigation,708,22,HIGH OVERLAP,/discover/soft-chiffon-dresses/,included,1,11,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/structured-chiffon-dresses/ (78% after entity names are normalized) but the query is different (soft chiffon fabric for dresses vs nearest). Text similarity alone is not treated as a duplicate.,Chiffon fabric beyond the fibre name | What dresses demand from cloth | How to judge soft fabric responsibly | Chiffon for dresses: selection logic | How soft shows up in chiffon | How to shortlist on FabStitch
/discover/soft-chiffon-fabric/,Discover,semantic_landing,Soft Chiffon Fabric,soft chiffon fabric,chiffon soft fabric,commercial_investigation,549,31,HIGH OVERLAP,/discover/soft-chiffon-fabric/,included,1,8,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/structured-chiffon-fabric/ (69% after entity names are normalized) but the query is different (soft chiffon fabric vs nearest). Text similarity alone is not treated as a duplicate.,Understanding chiffon as a sourcing family | What “soft” should mean in a fabric brief | How soft shows up in chiffon | From brief to inquiry | Buyer notes for chiffon
/discover/soft-coat-fabric/,Discover,semantic_landing,Soft Fabric for Coats,soft coat fabric,soft fabric for coats,commercial_investigation,491,40,REVIEW,/discover/soft-coat-fabric/,included,1,8,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE,Partial overlap with /discover/performance-coat-fabric/ (60% entity-normalized). Same intent label.,What coats demand from cloth | How to judge soft fabric responsibly | Soft choices for coats | How to shortlist on FabStitch | Applying this to coats
/discover/soft-cotton-blouses/,Discover,semantic_landing,Soft Cotton for Blouses,soft cotton fabric for blouses,soft cotton blouse fabric,commercial_investigation,749,25,HIGH OVERLAP,/discover/soft-cotton-blouses/,included,1,9,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/breathable-cotton-blouses/ (75% after entity names are normalized) but the query is different (soft cotton fabric for blouses vs nearest). Text similarity alone is not treated as a duplicate.,What cotton fabric is in practice | Blouse requirements that change the shortlist | Soft as a selection filter | When cotton fits blouses | How soft shows up in cotton | A practical discovery path
/discover/soft-cotton-dresses/,Discover,semantic_landing,Soft Cotton for Dresses,soft cotton fabric for dresses,soft cotton dress fabric,commercial_investigation,782,22,HIGH OVERLAP,/discover/soft-cotton-dresses/,included,1,10,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/durable-cotton-dresses/ (78% after entity names are normalized) but the query is different (soft cotton fabric for dresses vs nearest). Text similarity alone is not treated as a duplicate.,Understanding cotton as a sourcing family | Building a dress fabric brief | What “soft” should mean in a fabric brief | Matching cotton to a dress silhouette | How soft shows up in cotton | From brief to inquiry
/discover/soft-cotton-fabric/,Discover,semantic_landing,Soft Cotton Fabric,soft cotton fabric,cotton soft fabric,commercial_investigation,654,30,HIGH OVERLAP,/discover/soft-cotton-fabric/,included,1,7,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/flowy-cotton-fabric/ (70% after entity names are normalized) but the query is different (soft cotton fabric vs nearest). Text similarity alone is not treated as a duplicate.,What cotton fabric is in practice | Soft as a selection filter | How soft shows up in cotton | A practical discovery path | Buyer notes for cotton
/discover/soft-cotton-shirts/,Discover,semantic_landing,Soft Cotton for Shirts,soft cotton fabric for shirts,soft cotton shirt fabric,commercial_investigation,795,20,HIGH OVERLAP,/discover/soft-cotton-shirts/,included,1,11,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/structured-cotton-shirts/ (80% after entity names are normalized) but the query is different (soft cotton fabric for shirts vs nearest). Text similarity alone is not treated as a duplicate.,Cotton fabric beyond the fibre name | What shirts demand from cloth | How to judge soft fabric responsibly | Cotton for shirts: selection logic | How soft shows up in cotton | How to shortlist on FabStitch
/discover/soft-cotton-trousers/,Discover,semantic_landing,Soft Cotton for Trousers,soft cotton fabric for trousers,soft cotton trouser fabric,commercial_investigation,778,21,HIGH OVERLAP,/discover/soft-cotton-trousers/,included,1,9,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/structured-cotton-trousers/ (79% after entity names are normalized) but the query is different (soft cotton fabric for trousers vs nearest). Text similarity alone is not treated as a duplicate.,What cotton fabric is in practice | Trouser requirements that change the shortlist | Soft as a selection filter | When cotton fits trousers | How soft shows up in cotton | A practical discovery path
/discover/soft-cotton-uniforms/,Discover,semantic_landing,Soft Cotton for Uniforms,soft cotton fabric for uniforms,soft cotton uniform fabric,commercial_investigation,721,24,HIGH OVERLAP,/discover/soft-cotton-uniforms/,included,1,8,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/stretch-cotton-uniforms/ (76% after entity names are normalized) but the query is different (soft cotton fabric for uniforms vs nearest). Text similarity alone is not treated as a duplicate.,Cotton fabric beyond the fibre name | What uniforms demand from cloth | How to judge soft fabric responsibly | Cotton for uniforms: selection logic | How soft shows up in cotton | How to shortlist on FabStitch
/discover/soft-crepe-blouses/,Discover,semantic_landing,Soft Crepe for Blouses,soft crepe fabric for blouses,soft crepe blouse fabric,commercial_investigation,695,23,HIGH OVERLAP,/discover/soft-crepe-blouses/,included,1,9,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/structured-crepe-blouses/ (77% after entity names are normalized) but the query is different (soft crepe fabric for blouses vs nearest). Text similarity alone is not treated as a duplicate.,What crepe fabric is in practice | Blouse requirements that change the shortlist | Soft as a selection filter | When crepe fits blouses | How soft shows up in crepe | A practical discovery path
/discover/soft-crepe-dresses/,Discover,semantic_landing,Soft Crepe for Dresses,soft crepe fabric for dresses,soft crepe dress fabric,commercial_investigation,726,24,HIGH OVERLAP,/discover/soft-crepe-dresses/,included,1,10,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/stretch-crepe-dresses/ (76% after entity names are normalized) but the query is different (soft crepe fabric for dresses vs nearest). Text similarity alone is not treated as a duplicate.,Crepe fabric beyond the fibre name | What dresses demand from cloth | How to judge soft fabric responsibly | Crepe for dresses: selection logic | How soft shows up in crepe | How to shortlist on FabStitch
/discover/soft-crepe-fabric/,Discover,semantic_landing,Soft Crepe Fabric,soft crepe fabric,crepe soft fabric,commercial_investigation,575,31,HIGH OVERLAP,/discover/soft-crepe-fabric/,included,1,7,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/structured-crepe-fabric/ (69% after entity names are normalized) but the query is different (soft crepe fabric vs nearest). Text similarity alone is not treated as a duplicate.,Crepe fabric beyond the fibre name | How to judge soft fabric responsibly | How soft shows up in crepe | How to shortlist on FabStitch | Buyer notes for crepe
/discover/soft-crepe-suits/,Discover,semantic_landing,Soft Crepe for Suits,soft crepe fabric for suits,soft crepe suit fabric,commercial_investigation,688,24,HIGH OVERLAP,/discover/soft-crepe-suits/,included,1,9,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/durable-crepe-suits/ (76% after entity names are normalized) but the query is different (soft crepe fabric for suits vs nearest). Text similarity alone is not treated as a duplicate.,Crepe fabric beyond the fibre name | What suits demand from cloth | How to judge soft fabric responsibly | Crepe for suits: selection logic | How soft shows up in crepe | How to shortlist on FabStitch
/discover/soft-crepe-trousers/,Discover,semantic_landing,Soft Crepe for Trousers,soft crepe fabric for trousers,soft crepe trouser fabric,commercial_investigation,728,24,HIGH OVERLAP,/discover/soft-crepe-trousers/,included,1,9,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/premium-crepe-trousers/ (76% after entity names are normalized) but the query is different (soft crepe fabric for trousers vs nearest). Text similarity alone is not treated as a duplicate.,Understanding crepe as a sourcing family | Building a trouser fabric brief | What “soft” should mean in a fabric brief | Matching crepe to a trouser silhouette | How soft shows up in crepe | From brief to inquiry
/discover/soft-denim-fabric/,Discover,semantic_landing,Soft Denim Fabric,soft denim fabric,denim soft fabric,commercial_investigation,619,29,HIGH OVERLAP,/discover/soft-denim-fabric/,included,1,7,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/structured-denim-fabric/ (71% after entity names are normalized) but the query is different (soft denim fabric vs nearest). Text similarity alone is not treated as a duplicate.,Denim fabric beyond the fibre name | How to judge soft fabric responsibly | How soft shows up in denim | How to shortlist on FabStitch | Buyer notes for denim
/discover/soft-denim-jackets/,Discover,semantic_landing,Soft Denim for Jackets,soft denim fabric for jackets,soft denim jacket fabric,commercial_investigation,741,31,HIGH OVERLAP,/discover/soft-denim-jackets/,included,1,9,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/structured-denim-jackets/ (69% after entity names are normalized) but the query is different (soft denim fabric for jackets vs nearest). Text similarity alone is not treated as a duplicate.,What denim fabric is in practice | Jacket requirements that change the shortlist | Soft as a selection filter | When denim fits jackets | How soft shows up in denim | A practical discovery path
/discover/soft-denim-trousers/,Discover,semantic_landing,Soft Denim for Trousers,soft denim fabric for trousers,soft denim trouser fabric,commercial_investigation,758,21,HIGH OVERLAP,/discover/soft-denim-trousers/,included,1,9,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/structured-denim-trousers/ (79% after entity names are normalized) but the query is different (soft denim fabric for trousers vs nearest). Text similarity alone is not treated as a duplicate.,Denim fabric beyond the fibre name | What trousers demand from cloth | How to judge soft fabric responsibly | Denim for trousers: selection logic | How soft shows up in denim | How to shortlist on FabStitch
/discover/soft-denim-workwear/,Discover,semantic_landing,Soft Denim for Workwear,soft denim fabric for workwear,soft denim workwear piece fabric,commercial_investigation,701,23,HIGH OVERLAP,/discover/soft-denim-workwear/,included,1,9,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/structured-denim-workwear/ (77% after entity names are normalized) but the query is different (soft denim fabric for workwear vs nearest). Text similarity alone is not treated as a duplicate.,Understanding denim as a sourcing family | Building a workwear piece fabric brief | What “soft” should mean in a fabric brief | Matching denim to a workwear piece silhouette | How soft shows up in denim | From brief to inquiry
/discover/soft-dress-fabric/,Discover,semantic_landing,Soft Fabric for Dresses,soft dress fabric,soft fabric for dresses,commercial_investigation,543,34,HIGH OVERLAP,/discover/soft-dress-fabric/,included,1,9,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/flowy-dress-fabric/ (66% after entity names are normalized) but the query is different (soft dress fabric vs nearest). Text similarity alone is not treated as a duplicate.,Dress requirements that change the shortlist | Soft as a selection filter | Soft choices for dresses | A practical discovery path | Applying this to dresses
/discover/soft-fabric/,Discover,semantic_landing,Soft Fabric Explained,soft fabric,soft fabrics,informational,448,49,REVIEW,/discover/soft-fabric/,included,1,6,3,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE,Partial overlap with /discover/flowy-fabric/ (51% entity-normalized). Same intent label.,How to judge soft fabric responsibly | How to shortlist on FabStitch | Putting soft into a sourcing workflow | soft | How to use the note
/discover/soft-french-terry-activewear/,Discover,semantic_landing,Soft French terry for Activewear,soft french terry fabric for activewear,soft french terry activewear piece fabric,commercial_investigation,694,25,HIGH OVERLAP,/discover/soft-french-terry-activewear/,included,1,10,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Same intent and close keyword as /discover/durable-french-terry-activewear/. Keep this URL as the primary and merge the weaker sibling into it.,What french terry fabric is in practice | Activewear piece requirements that change the shortlist | Soft as a selection filter | When french terry fits activewear | How soft shows up in french terry | A practical discovery path
/discover/soft-french-terry-fabric/,Discover,semantic_landing,Soft French terry Fabric,soft french terry fabric,french terry soft fabric,commercial_investigation,569,34,HIGH OVERLAP,/discover/soft-french-terry-fabric/,included,1,8,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Template overlap with /discover/premium-french-terry-fabric/ (66% after entity names are normalized) but the query is different (soft french terry fabric vs nearest). Text similarity alone is not treated as a duplicate.,What french terry fabric is in practice | Soft as a selection filter | How soft shows up in french terry | A practical discovery path | Buyer notes for french terry
/discover/soft-french-terry-loungewear/,Discover,semantic_landing,Soft French terry for Loungewear,soft french terry fabric for loungewear,soft french terry loungewear piece fabric,commercial_investigation,658,24,HIGH OVERLAP,/discover/soft-french-terry-loungewear/,included,1,9,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Same intent and close keyword as /discover/structured-french-terry-loungewear/. Keep this URL as the primary and merge the weaker sibling into it.,French terry fabric beyond the fibre name | What loungewear demand from cloth | How to judge soft fabric responsibly | French terry for loungewear: selection logic | How soft shows up in french terry | How to shortlist on FabStitch
/discover/soft-french-terry-workwear/,Discover,semantic_landing,Soft French terry for Workwear,soft french terry fabric for workwear,soft french terry workwear piece fabric,commercial_investigation,665,28,HIGH OVERLAP,/discover/soft-french-terry-workwear/,included,1,10,4,1,alt+title,Organization|CollectionPage|FAQPage|BreadcrumbList,C,IMPROVE,Same intent and close keyword as /discover/breathable-french-terry-workwear/. Keep this URL as the primary and merge the weaker sibling into it.,French terry fabric beyond the fibre name | What workwear demand from cloth | How to judge soft fabric responsibly | French terry for workwear: selection logic | How soft shows up in french terry | How to shortlist on FabStitch
