url,page_type,cluster,current_indexable,current_noindex,canonical,sitemap_member,http_status,robots_allowed,meta_robots,x_robots,title,h1,word_count,unique_content,duplicate_risk,internal_inlinks,internal_outlinks,crawl_depth,orphan,search_intent,primary_topic,image,schema,gsc_status_if_known,recommended_index_action,reason
/discover/french-terry-knitwear/,semantic_landing,material_use,yes,no,/discover/french-terry-knitwear/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",French terry Knitwear piece Fabric Sourcing Notes,French terry Knitwear piece Fabric,284,supporting_combination,combination_overlap,0,18,-1,yes_incomplete_graph,commercial_investigation,french terry fabric for knitwear,/media/fabrics/french-terry-stretch-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/lyocell-shirts/,semantic_landing,material_use,yes,no,/discover/lyocell-shirts/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Lyocell Fabric for Shirts Sourcing Notes,Lyocell Fabric for Shirts,287,supporting_combination,combination_overlap,0,19,-1,yes_incomplete_graph,commercial_investigation,lyocell fabric for shirts,/media/fabrics/tencel-shirting-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/lyocell-dresses/,semantic_landing,material_use,yes,no,/discover/lyocell-dresses/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Lyocell Fabric for Dresses Sourcing Notes,Lyocell Fabric for Dresses,280,supporting_combination,combination_overlap,0,18,-1,yes_incomplete_graph,commercial_investigation,lyocell fabric for dresses,/media/fabrics/tencel-shirting-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/lyocell-blouses/,semantic_landing,material_use,yes,no,/discover/lyocell-blouses/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Lyocell Fabric for Blouses Sourcing Notes,Lyocell Fabric for Blouses,278,supporting_combination,combination_overlap,0,17,-1,yes_incomplete_graph,commercial_investigation,lyocell fabric for blouses,/media/fabrics/tencel-shirting-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/lightweight-cotton-fabric/,semantic_landing,material_attribute,yes,no,/discover/lightweight-cotton-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Lightweight Cotton Fabric Sourcing Notes,Lightweight Cotton Fabric,300,supporting_combination,combination_overlap,0,16,-1,yes_incomplete_graph,commercial_investigation,lightweight cotton fabric,/media/fabrics/cotton-poplin-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/heavyweight-cotton-fabric/,semantic_landing,material_attribute,yes,no,/discover/heavyweight-cotton-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Heavyweight Cotton Fabric Sourcing Notes,Heavyweight Cotton Fabric,283,supporting_combination,combination_overlap,0,16,-1,yes_incomplete_graph,commercial_investigation,heavyweight cotton fabric,/media/fabrics/cotton-poplin-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/breathable-cotton-fabric/,semantic_landing,material_attribute,yes,no,/discover/breathable-cotton-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Breathable Cotton Fabric Sourcing Notes,Breathable Cotton Fabric,283,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,breathable cotton fabric,/media/fabrics/cotton-poplin-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/stretch-cotton-fabric/,semantic_landing,material_attribute,yes,no,/discover/stretch-cotton-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Stretch Cotton Fabric Sourcing Notes,Stretch Cotton Fabric,283,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,stretch cotton fabric,/media/fabrics/cotton-poplin-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/soft-cotton-fabric/,semantic_landing,material_attribute,yes,no,/discover/soft-cotton-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Soft Cotton Fabric Sourcing Notes,Soft Cotton Fabric,282,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,soft cotton fabric,/media/fabrics/cotton-poplin-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/durable-cotton-fabric/,semantic_landing,material_attribute,yes,no,/discover/durable-cotton-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Durable Cotton Fabric Sourcing Notes,Durable Cotton Fabric,275,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,durable cotton fabric,/media/fabrics/cotton-poplin-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/premium-cotton-fabric/,semantic_landing,material_attribute,yes,no,/discover/premium-cotton-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Premium Cotton Fabric Sourcing Notes,Premium Cotton Fabric,277,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,premium cotton fabric,/media/fabrics/cotton-poplin-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/structured-cotton-fabric/,semantic_landing,material_attribute,yes,no,/discover/structured-cotton-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Structured Cotton Fabric Sourcing Notes,Structured Cotton Fabric,263,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,structured cotton fabric,/media/fabrics/cotton-poplin-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/flowy-cotton-fabric/,semantic_landing,material_attribute,yes,no,/discover/flowy-cotton-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Flowy Cotton Fabric Sourcing Notes,Flowy Cotton Fabric,281,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,flowy cotton fabric,/media/fabrics/cotton-poplin-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/sheer-cotton-fabric/,semantic_landing,material_attribute,yes,no,/discover/sheer-cotton-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Sheer Cotton Fabric Sourcing Notes,Sheer Cotton Fabric,265,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,sheer cotton fabric,/media/fabrics/cotton-poplin-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/opaque-cotton-fabric/,semantic_landing,material_attribute,yes,no,/discover/opaque-cotton-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Opaque Cotton Fabric Sourcing Notes,Opaque Cotton Fabric,267,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,opaque cotton fabric,/media/fabrics/cotton-poplin-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/performance-cotton-fabric/,semantic_landing,material_attribute,yes,no,/discover/performance-cotton-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Performance Cotton Fabric Sourcing Notes,Performance Cotton Fabric,260,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,performance cotton fabric,/media/fabrics/cotton-poplin-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/lightweight-linen-fabric/,semantic_landing,material_attribute,yes,no,/discover/lightweight-linen-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Lightweight Linen Fabric Sourcing Notes,Lightweight Linen Fabric,290,supporting_combination,combination_overlap,0,16,-1,yes_incomplete_graph,commercial_investigation,lightweight linen fabric,/media/fabrics/european-flax-linen-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/heavyweight-linen-fabric/,semantic_landing,material_attribute,yes,no,/discover/heavyweight-linen-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Heavyweight Linen Fabric Sourcing Notes,Heavyweight Linen Fabric,273,supporting_combination,combination_overlap,0,16,-1,yes_incomplete_graph,commercial_investigation,heavyweight linen fabric,/media/fabrics/european-flax-linen-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/breathable-linen-fabric/,semantic_landing,material_attribute,yes,no,/discover/breathable-linen-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Breathable Linen Fabric Sourcing Notes,Breathable Linen Fabric,272,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,breathable linen fabric,/media/fabrics/european-flax-linen-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/stretch-linen-fabric/,semantic_landing,material_attribute,yes,no,/discover/stretch-linen-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Stretch Linen Fabric Sourcing Notes,Stretch Linen Fabric,271,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,stretch linen fabric,/media/fabrics/european-flax-linen-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/soft-linen-fabric/,semantic_landing,material_attribute,yes,no,/discover/soft-linen-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Soft Linen Fabric for apparel sourcing,Soft Linen Fabric,269,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,soft linen fabric,/media/fabrics/european-flax-linen-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/durable-linen-fabric/,semantic_landing,material_attribute,yes,no,/discover/durable-linen-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Durable Linen Fabric Sourcing Notes,Durable Linen Fabric,265,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,durable linen fabric,/media/fabrics/european-flax-linen-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/premium-linen-fabric/,semantic_landing,material_attribute,yes,no,/discover/premium-linen-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Premium Linen Fabric Sourcing Notes,Premium Linen Fabric,265,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,premium linen fabric,/media/fabrics/european-flax-linen-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/structured-linen-fabric/,semantic_landing,material_attribute,yes,no,/discover/structured-linen-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Structured Linen Fabric Sourcing Notes,Structured Linen Fabric,250,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,structured linen fabric,/media/fabrics/european-flax-linen-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/flowy-linen-fabric/,semantic_landing,material_attribute,yes,no,/discover/flowy-linen-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Flowy Linen Fabric Sourcing Notes,Flowy Linen Fabric,271,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,flowy linen fabric,/media/fabrics/european-flax-linen-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/sheer-linen-fabric/,semantic_landing,material_attribute,yes,no,/discover/sheer-linen-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Sheer Linen Fabric Sourcing Notes,Sheer Linen Fabric,253,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,sheer linen fabric,/media/fabrics/european-flax-linen-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/opaque-linen-fabric/,semantic_landing,material_attribute,yes,no,/discover/opaque-linen-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Opaque Linen Fabric Sourcing Notes,Opaque Linen Fabric,254,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,opaque linen fabric,/media/fabrics/european-flax-linen-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/performance-linen-fabric/,semantic_landing,material_attribute,yes,no,/discover/performance-linen-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Performance Linen Fabric Sourcing Notes,Performance Linen Fabric,248,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,performance linen fabric,/media/fabrics/european-flax-linen-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/lightweight-silk-fabric/,semantic_landing,material_attribute,yes,no,/discover/lightweight-silk-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Lightweight Silk Fabric Sourcing Notes,Lightweight Silk Fabric,287,supporting_combination,combination_overlap,0,16,-1,yes_incomplete_graph,commercial_investigation,lightweight silk fabric,/media/fabrics/silk-chiffon-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/heavyweight-silk-fabric/,semantic_landing,material_attribute,yes,no,/discover/heavyweight-silk-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Heavyweight Silk Fabric Sourcing Notes,Heavyweight Silk Fabric,272,supporting_combination,combination_overlap,0,16,-1,yes_incomplete_graph,commercial_investigation,heavyweight silk fabric,/media/fabrics/silk-chiffon-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/breathable-silk-fabric/,semantic_landing,material_attribute,yes,no,/discover/breathable-silk-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Breathable Silk Fabric Sourcing Notes,Breathable Silk Fabric,269,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,breathable silk fabric,/media/fabrics/silk-chiffon-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/stretch-silk-fabric/,semantic_landing,material_attribute,yes,no,/discover/stretch-silk-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Stretch Silk Fabric Sourcing Notes,Stretch Silk Fabric,272,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,stretch silk fabric,/media/fabrics/silk-chiffon-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/soft-silk-fabric/,semantic_landing,material_attribute,yes,no,/discover/soft-silk-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Soft Silk Fabric for apparel sourcing,Soft Silk Fabric,272,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,soft silk fabric,/media/fabrics/silk-chiffon-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/durable-silk-fabric/,semantic_landing,material_attribute,yes,no,/discover/durable-silk-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Durable Silk Fabric Sourcing Notes,Durable Silk Fabric,264,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,durable silk fabric,/media/fabrics/silk-chiffon-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/premium-silk-fabric/,semantic_landing,material_attribute,yes,no,/discover/premium-silk-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Premium Silk Fabric Sourcing Notes,Premium Silk Fabric,266,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,premium silk fabric,/media/fabrics/silk-chiffon-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/structured-silk-fabric/,semantic_landing,material_attribute,yes,no,/discover/structured-silk-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Structured Silk Fabric Sourcing Notes,Structured Silk Fabric,251,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,structured silk fabric,/media/fabrics/silk-chiffon-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/flowy-silk-fabric/,semantic_landing,material_attribute,yes,no,/discover/flowy-silk-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Flowy Silk Fabric for apparel sourcing,Flowy Silk Fabric,270,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,flowy silk fabric,/media/fabrics/silk-chiffon-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/sheer-silk-fabric/,semantic_landing,material_attribute,yes,no,/discover/sheer-silk-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Sheer Silk Fabric for apparel sourcing,Sheer Silk Fabric,254,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,sheer silk fabric,/media/fabrics/silk-chiffon-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/opaque-silk-fabric/,semantic_landing,material_attribute,yes,no,/discover/opaque-silk-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Opaque Silk Fabric Sourcing Notes,Opaque Silk Fabric,256,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,opaque silk fabric,/media/fabrics/silk-chiffon-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/performance-silk-fabric/,semantic_landing,material_attribute,yes,no,/discover/performance-silk-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Performance Silk Fabric Sourcing Notes,Performance Silk Fabric,251,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,performance silk fabric,/media/fabrics/silk-chiffon-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/lightweight-wool-fabric/,semantic_landing,material_attribute,yes,no,/discover/lightweight-wool-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Lightweight Wool Fabric Sourcing Notes,Lightweight Wool Fabric,281,supporting_combination,combination_overlap,0,16,-1,yes_incomplete_graph,commercial_investigation,lightweight wool fabric,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/heavyweight-wool-fabric/,semantic_landing,material_attribute,yes,no,/discover/heavyweight-wool-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Heavyweight Wool Fabric Sourcing Notes,Heavyweight Wool Fabric,265,supporting_combination,combination_overlap,0,16,-1,yes_incomplete_graph,commercial_investigation,heavyweight wool fabric,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/breathable-wool-fabric/,semantic_landing,material_attribute,yes,no,/discover/breathable-wool-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Breathable Wool Fabric Sourcing Notes,Breathable Wool Fabric,263,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,breathable wool fabric,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/stretch-wool-fabric/,semantic_landing,material_attribute,yes,no,/discover/stretch-wool-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Stretch Wool Fabric Sourcing Notes,Stretch Wool Fabric,256,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,stretch wool fabric,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/soft-wool-fabric/,semantic_landing,material_attribute,yes,no,/discover/soft-wool-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Soft Wool Fabric for apparel sourcing,Soft Wool Fabric,255,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,soft wool fabric,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/durable-wool-fabric/,semantic_landing,material_attribute,yes,no,/discover/durable-wool-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Durable Wool Fabric Sourcing Notes,Durable Wool Fabric,257,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,durable wool fabric,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/premium-wool-fabric/,semantic_landing,material_attribute,yes,no,/discover/premium-wool-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Premium Wool Fabric Sourcing Notes,Premium Wool Fabric,250,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,premium wool fabric,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
/discover/structured-wool-fabric/,semantic_landing,material_attribute,yes,no,/discover/structured-wool-fabric/,yes,local_registry_assumed_200,yes,"index,follow","index,follow_on_clean_urls",Structured Wool Fabric Sourcing Notes,Structured Wool Fabric,235,supporting_combination,combination_overlap,0,15,-1,yes_incomplete_graph,commercial_investigation,structured wool fabric,/media/fabrics/tropical-wool-super-110s-130s-primary.webp,Organization|CollectionPage|FAQPage|BreadcrumbList,discovered_not_indexed_bulk_likely,KEEP_INDEXABLE_SUPPORTING,Supporting combination page; do not expand pattern; parent hub owns head term.
