url_a,url_b,cluster_a,cluster_b,similarity_level,shared_topic,shared_sections,unique_information_a,unique_information_b,canonical_a,canonical_b,recommended_action
/discover/premium-silk-fabric/,/discover/structured-silk-fabric/,material_attribute,material_attribute,moderate_overlap,premium silk fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/premium-silk-fabric/,/discover/structured-silk-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/structured-silk-fabric/,/discover/opaque-silk-fabric/,material_attribute,material_attribute,high_overlap,structured silk fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/structured-silk-fabric/,/discover/opaque-silk-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/flowy-silk-fabric/,/discover/performance-silk-fabric/,material_attribute,material_attribute,moderate_overlap,flowy silk fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/flowy-silk-fabric/,/discover/performance-silk-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/sheer-silk-fabric/,/discover/opaque-silk-fabric/,material_attribute,material_attribute,high_overlap,sheer silk fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/sheer-silk-fabric/,/discover/opaque-silk-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/opaque-silk-fabric/,/discover/performance-silk-fabric/,material_attribute,material_attribute,moderate_overlap,opaque silk fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/opaque-silk-fabric/,/discover/performance-silk-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/lightweight-wool-fabric/,/discover/breathable-wool-fabric/,material_attribute,material_attribute,moderate_overlap,lightweight wool fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/lightweight-wool-fabric/,/discover/breathable-wool-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/heavyweight-wool-fabric/,/discover/breathable-wool-fabric/,material_attribute,material_attribute,moderate_overlap,heavyweight wool fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/heavyweight-wool-fabric/,/discover/breathable-wool-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/breathable-wool-fabric/,/discover/stretch-wool-fabric/,material_attribute,material_attribute,moderate_overlap,breathable wool fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/breathable-wool-fabric/,/discover/stretch-wool-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/lightweight-shirt-fabric/,/discover/breathable-shirt-fabric/,use_attribute,use_attribute,moderate_overlap,lightweight shirt fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/lightweight-shirt-fabric/,/discover/breathable-shirt-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/heavyweight-shirt-fabric/,/discover/durable-shirt-fabric/,use_attribute,use_attribute,moderate_overlap,heavyweight shirt fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/heavyweight-shirt-fabric/,/discover/durable-shirt-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/breathable-shirt-fabric/,/discover/structured-shirt-fabric/,use_attribute,use_attribute,moderate_overlap,breathable shirt fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/breathable-shirt-fabric/,/discover/structured-shirt-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/stretch-shirt-fabric/,/discover/structured-shirt-fabric/,use_attribute,use_attribute,moderate_overlap,stretch shirt fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/stretch-shirt-fabric/,/discover/structured-shirt-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/soft-shirt-fabric/,/discover/performance-shirt-fabric/,use_attribute,use_attribute,high_overlap,soft shirt fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/soft-shirt-fabric/,/discover/performance-shirt-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/durable-shirt-fabric/,/discover/flowy-shirt-fabric/,use_attribute,use_attribute,moderate_overlap,durable shirt fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/durable-shirt-fabric/,/discover/flowy-shirt-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/premium-shirt-fabric/,/discover/structured-shirt-fabric/,use_attribute,use_attribute,moderate_overlap,premium shirt fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/premium-shirt-fabric/,/discover/structured-shirt-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/structured-shirt-fabric/,/discover/opaque-shirt-fabric/,use_attribute,use_attribute,high_overlap,structured shirt fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/structured-shirt-fabric/,/discover/opaque-shirt-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/flowy-shirt-fabric/,/discover/performance-shirt-fabric/,use_attribute,use_attribute,moderate_overlap,flowy shirt fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/flowy-shirt-fabric/,/discover/performance-shirt-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/sheer-shirt-fabric/,/discover/opaque-shirt-fabric/,use_attribute,use_attribute,high_overlap,sheer shirt fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/sheer-shirt-fabric/,/discover/opaque-shirt-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/opaque-shirt-fabric/,/discover/performance-shirt-fabric/,use_attribute,use_attribute,moderate_overlap,opaque shirt fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/opaque-shirt-fabric/,/discover/performance-shirt-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/lightweight-dress-fabric/,/discover/breathable-dress-fabric/,use_attribute,use_attribute,moderate_overlap,lightweight dress fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/lightweight-dress-fabric/,/discover/breathable-dress-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/heavyweight-dress-fabric/,/discover/durable-dress-fabric/,use_attribute,use_attribute,moderate_overlap,heavyweight dress fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/heavyweight-dress-fabric/,/discover/durable-dress-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/breathable-dress-fabric/,/discover/structured-dress-fabric/,use_attribute,use_attribute,moderate_overlap,breathable dress fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/breathable-dress-fabric/,/discover/structured-dress-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/stretch-dress-fabric/,/discover/structured-dress-fabric/,use_attribute,use_attribute,moderate_overlap,stretch dress fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/stretch-dress-fabric/,/discover/structured-dress-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/soft-dress-fabric/,/discover/performance-dress-fabric/,use_attribute,use_attribute,moderate_overlap,soft dress fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/soft-dress-fabric/,/discover/performance-dress-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/durable-dress-fabric/,/discover/flowy-dress-fabric/,use_attribute,use_attribute,moderate_overlap,durable dress fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/durable-dress-fabric/,/discover/flowy-dress-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/premium-dress-fabric/,/discover/structured-dress-fabric/,use_attribute,use_attribute,moderate_overlap,premium dress fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/premium-dress-fabric/,/discover/structured-dress-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/structured-dress-fabric/,/discover/opaque-dress-fabric/,use_attribute,use_attribute,high_overlap,structured dress fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/structured-dress-fabric/,/discover/opaque-dress-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/flowy-dress-fabric/,/discover/performance-dress-fabric/,use_attribute,use_attribute,moderate_overlap,flowy dress fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/flowy-dress-fabric/,/discover/performance-dress-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/sheer-dress-fabric/,/discover/opaque-dress-fabric/,use_attribute,use_attribute,high_overlap,sheer dress fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/sheer-dress-fabric/,/discover/opaque-dress-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/opaque-dress-fabric/,/discover/performance-dress-fabric/,use_attribute,use_attribute,moderate_overlap,opaque dress fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/opaque-dress-fabric/,/discover/performance-dress-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/lightweight-trouser-fabric/,/discover/breathable-trouser-fabric/,use_attribute,use_attribute,moderate_overlap,lightweight trouser fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/lightweight-trouser-fabric/,/discover/breathable-trouser-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/heavyweight-trouser-fabric/,/discover/durable-trouser-fabric/,use_attribute,use_attribute,moderate_overlap,heavyweight trouser fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/heavyweight-trouser-fabric/,/discover/durable-trouser-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/breathable-trouser-fabric/,/discover/structured-trouser-fabric/,use_attribute,use_attribute,moderate_overlap,breathable trouser fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/breathable-trouser-fabric/,/discover/structured-trouser-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/stretch-trouser-fabric/,/discover/structured-trouser-fabric/,use_attribute,use_attribute,moderate_overlap,stretch trouser fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/stretch-trouser-fabric/,/discover/structured-trouser-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/soft-trouser-fabric/,/discover/performance-trouser-fabric/,use_attribute,use_attribute,moderate_overlap,soft trouser fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/soft-trouser-fabric/,/discover/performance-trouser-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/durable-trouser-fabric/,/discover/flowy-trouser-fabric/,use_attribute,use_attribute,moderate_overlap,durable trouser fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/durable-trouser-fabric/,/discover/flowy-trouser-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/premium-trouser-fabric/,/discover/structured-trouser-fabric/,use_attribute,use_attribute,moderate_overlap,premium trouser fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/premium-trouser-fabric/,/discover/structured-trouser-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/structured-trouser-fabric/,/discover/opaque-trouser-fabric/,use_attribute,use_attribute,high_overlap,structured trouser fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/structured-trouser-fabric/,/discover/opaque-trouser-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/flowy-trouser-fabric/,/discover/performance-trouser-fabric/,use_attribute,use_attribute,moderate_overlap,flowy trouser fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/flowy-trouser-fabric/,/discover/performance-trouser-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/sheer-trouser-fabric/,/discover/opaque-trouser-fabric/,use_attribute,use_attribute,high_overlap,sheer trouser fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/sheer-trouser-fabric/,/discover/opaque-trouser-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/opaque-trouser-fabric/,/discover/performance-trouser-fabric/,use_attribute,use_attribute,moderate_overlap,opaque trouser fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/opaque-trouser-fabric/,/discover/performance-trouser-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/lightweight-jacket-fabric/,/discover/breathable-jacket-fabric/,use_attribute,use_attribute,moderate_overlap,lightweight jacket fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/lightweight-jacket-fabric/,/discover/breathable-jacket-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/heavyweight-jacket-fabric/,/discover/breathable-jacket-fabric/,use_attribute,use_attribute,moderate_overlap,heavyweight jacket fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/heavyweight-jacket-fabric/,/discover/breathable-jacket-fabric/,KEEP as supporting note; parent hub owns the head term
/discover/breathable-jacket-fabric/,/discover/stretch-jacket-fabric/,use_attribute,use_attribute,moderate_overlap,breathable jacket fabric,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/breathable-jacket-fabric/,/discover/stretch-jacket-fabric/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-cotton-for-shirts/,/marketplace/source-cotton-for-loungewear/,education,education,moderate_overlap,source cotton for shirts,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-cotton-for-shirts/,/marketplace/source-cotton-for-loungewear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-cotton-for-trousers/,/marketplace/source-cotton-for-loungewear/,education,education,moderate_overlap,source cotton for trousers,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-cotton-for-trousers/,/marketplace/source-cotton-for-loungewear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-cotton-for-uniforms/,/marketplace/source-cotton-for-loungewear/,education,education,moderate_overlap,source cotton for uniforms,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-cotton-for-uniforms/,/marketplace/source-cotton-for-loungewear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-cotton-for-activewear/,/marketplace/source-cotton-for-loungewear/,education,education,high_overlap,source cotton for activewear,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-cotton-for-activewear/,/marketplace/source-cotton-for-loungewear/,KEEP as supporting note; parent hub owns the head term
/discover/cotton-vs-viscose/,/discover/cotton-vs-poplin/,comparison,comparison,moderate_overlap,cotton vs viscose,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/cotton-vs-viscose/,/discover/cotton-vs-poplin/,KEEP as supporting note; parent hub owns the head term
/discover/cotton-vs-poplin/,/discover/canvas-vs-cotton/,comparison,comparison,moderate_overlap,cotton vs poplin,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/cotton-vs-poplin/,/discover/canvas-vs-cotton/,KEEP as supporting note; parent hub owns the head term
/discover/cotton-vs-denim/,/discover/canvas-vs-denim/,comparison,comparison,moderate_overlap,cotton vs denim,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/cotton-vs-denim/,/discover/canvas-vs-denim/,KEEP as supporting note; parent hub owns the head term
/discover/linen-vs-viscose/,/discover/lyocell-vs-viscose/,comparison,comparison,moderate_overlap,linen vs viscose,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/linen-vs-viscose/,/discover/lyocell-vs-viscose/,KEEP as supporting note; parent hub owns the head term
/discover/linen-vs-silk/,/discover/georgette-vs-silk/,comparison,comparison,moderate_overlap,linen vs silk,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/linen-vs-silk/,/discover/georgette-vs-silk/,KEEP as supporting note; parent hub owns the head term
/discover/silk-vs-viscose/,/discover/georgette-vs-silk/,comparison,comparison,moderate_overlap,silk vs viscose,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/silk-vs-viscose/,/discover/georgette-vs-silk/,KEEP as supporting note; parent hub owns the head term
/discover/denim-vs-twill/,/discover/canvas-vs-denim/,comparison,comparison,moderate_overlap,denim vs twill,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/denim-vs-twill/,/discover/canvas-vs-denim/,KEEP as supporting note; parent hub owns the head term
/discover/polyester-vs-viscose/,/discover/rayon-vs-viscose/,comparison,comparison,moderate_overlap,polyester vs viscose,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/polyester-vs-viscose/,/discover/rayon-vs-viscose/,KEEP as supporting note; parent hub owns the head term
/discover/rayon-vs-viscose/,/discover/rayon-vs-silk/,comparison,comparison,moderate_overlap,rayon vs viscose,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/rayon-vs-viscose/,/discover/rayon-vs-silk/,KEEP as supporting note; parent hub owns the head term
/discover/rayon-vs-silk/,/discover/chiffon-vs-silk/,comparison,comparison,moderate_overlap,rayon vs silk,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/rayon-vs-silk/,/discover/chiffon-vs-silk/,KEEP as supporting note; parent hub owns the head term
/discover/jersey-vs-polyester/,/discover/jersey-vs-wool/,comparison,comparison,moderate_overlap,jersey vs polyester,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/jersey-vs-polyester/,/discover/jersey-vs-wool/,KEEP as supporting note; parent hub owns the head term
/discover/jersey-vs-wool/,/discover/twill-vs-wool/,comparison,comparison,moderate_overlap,jersey vs wool,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/jersey-vs-wool/,/discover/twill-vs-wool/,KEEP as supporting note; parent hub owns the head term
/discover/chiffon-vs-silk/,/discover/crepe-vs-silk/,comparison,comparison,moderate_overlap,chiffon vs silk,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/chiffon-vs-silk/,/discover/crepe-vs-silk/,KEEP as supporting note; parent hub owns the head term
/discover/chiffon-vs-polyester/,/discover/french-terry-vs-polyester/,comparison,comparison,moderate_overlap,chiffon vs polyester,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/chiffon-vs-polyester/,/discover/french-terry-vs-polyester/,KEEP as supporting note; parent hub owns the head term
/discover/georgette-vs-silk/,/discover/crepe-vs-silk/,comparison,comparison,moderate_overlap,georgette vs silk,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/georgette-vs-silk/,/discover/crepe-vs-silk/,KEEP as supporting note; parent hub owns the head term
/discover/poplin-vs-twill/,/discover/oxford-vs-twill/,comparison,comparison,moderate_overlap,poplin vs twill,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/poplin-vs-twill/,/discover/oxford-vs-twill/,KEEP as supporting note; parent hub owns the head term
/discover/satin-vs-silk/,/discover/crepe-vs-silk/,comparison,comparison,moderate_overlap,satin vs silk,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/satin-vs-silk/,/discover/crepe-vs-silk/,KEEP as supporting note; parent hub owns the head term
/discover/crepe-vs-silk/,/discover/crepe-vs-wool/,comparison,comparison,moderate_overlap,crepe vs silk,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/crepe-vs-silk/,/discover/crepe-vs-wool/,KEEP as supporting note; parent hub owns the head term
/discover/crepe-vs-wool/,/discover/crepe-vs-georgette/,comparison,comparison,moderate_overlap,crepe vs wool,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/crepe-vs-wool/,/discover/crepe-vs-georgette/,KEEP as supporting note; parent hub owns the head term
/discover/canvas-vs-cotton/,/discover/canvas-vs-denim/,comparison,comparison,moderate_overlap,canvas vs cotton,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/canvas-vs-cotton/,/discover/canvas-vs-denim/,KEEP as supporting note; parent hub owns the head term
/discover/canvas-vs-denim/,/discover/canvas-vs-twill/,comparison,comparison,moderate_overlap,canvas vs denim,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/canvas-vs-denim/,/discover/canvas-vs-twill/,KEEP as supporting note; parent hub owns the head term
/discover/canvas-vs-twill/,/discover/oxford-vs-twill/,comparison,comparison,moderate_overlap,canvas vs twill,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/canvas-vs-twill/,/discover/oxford-vs-twill/,KEEP as supporting note; parent hub owns the head term
/discover/oxford-vs-poplin/,/discover/oxford-vs-twill/,comparison,comparison,moderate_overlap,oxford vs poplin,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/oxford-vs-poplin/,/discover/oxford-vs-twill/,KEEP as supporting note; parent hub owns the head term
/discover/oxford-vs-twill/,/discover/twill-vs-wool/,comparison,comparison,moderate_overlap,oxford vs twill,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/oxford-vs-twill/,/discover/twill-vs-wool/,KEEP as supporting note; parent hub owns the head term
/discover/french-terry-vs-jersey/,/discover/french-terry-vs-polyester/,comparison,comparison,moderate_overlap,french terry vs jersey,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/discover/french-terry-vs-jersey/,/discover/french-terry-vs-polyester/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-cotton-for-dresses/,/marketplace/source-rayon-for-dresses/,b2b,b2b,moderate_overlap,source cotton for dresses,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-cotton-for-dresses/,/marketplace/source-rayon-for-dresses/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-linen-for-shirts/,/marketplace/source-linen-for-activewear/,b2b,b2b,high_overlap,source linen for shirts,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-linen-for-shirts/,/marketplace/source-linen-for-activewear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-linen-for-jackets/,/marketplace/source-linen-for-blouses/,b2b,b2b,high_overlap,source linen for jackets,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-linen-for-jackets/,/marketplace/source-linen-for-blouses/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-linen-for-blazers/,/marketplace/source-linen-for-loungewear/,b2b,b2b,moderate_overlap,source linen for blazers,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-linen-for-blazers/,/marketplace/source-linen-for-loungewear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-linen-for-activewear/,/marketplace/source-linen-for-loungewear/,b2b,b2b,moderate_overlap,source linen for activewear,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-linen-for-activewear/,/marketplace/source-linen-for-loungewear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-linen-for-blouses/,/marketplace/source-linen-for-loungewear/,b2b,b2b,moderate_overlap,source linen for blouses,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-linen-for-blouses/,/marketplace/source-linen-for-loungewear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-silk-for-suits/,/marketplace/source-silk-for-skirts/,b2b,b2b,moderate_overlap,source silk for suits,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-silk-for-suits/,/marketplace/source-silk-for-skirts/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-silk-for-workwear/,/marketplace/source-silk-for-skirts/,b2b,b2b,moderate_overlap,source silk for workwear,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-silk-for-workwear/,/marketplace/source-silk-for-skirts/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-wool-for-shirts/,/marketplace/source-wool-for-jackets/,b2b,b2b,moderate_overlap,source wool for shirts,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-wool-for-shirts/,/marketplace/source-wool-for-jackets/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-wool-for-jackets/,/marketplace/source-wool-for-blouses/,b2b,b2b,moderate_overlap,source wool for jackets,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-wool-for-jackets/,/marketplace/source-wool-for-blouses/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-polyester-for-jackets/,/marketplace/source-polyester-for-loungewear/,b2b,b2b,moderate_overlap,source polyester for jackets,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-polyester-for-jackets/,/marketplace/source-polyester-for-loungewear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-viscose-for-trousers/,/marketplace/source-viscose-for-uniforms/,b2b,b2b,moderate_overlap,source viscose for trousers,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-viscose-for-trousers/,/marketplace/source-viscose-for-uniforms/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-viscose-for-coats/,/marketplace/source-viscose-for-outerwear/,b2b,b2b,moderate_overlap,source viscose for coats,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-viscose-for-coats/,/marketplace/source-viscose-for-outerwear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-viscose-for-uniforms/,/marketplace/source-viscose-for-blouses/,b2b,b2b,moderate_overlap,source viscose for uniforms,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-viscose-for-uniforms/,/marketplace/source-viscose-for-blouses/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-rayon-for-shirts/,/marketplace/source-rayon-for-activewear/,b2b,b2b,moderate_overlap,source rayon for shirts,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-rayon-for-shirts/,/marketplace/source-rayon-for-activewear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-rayon-for-dresses/,/marketplace/source-rayon-for-uniforms/,b2b,b2b,moderate_overlap,source rayon for dresses,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-rayon-for-dresses/,/marketplace/source-rayon-for-uniforms/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-rayon-for-trousers/,/marketplace/source-rayon-for-uniforms/,b2b,b2b,moderate_overlap,source rayon for trousers,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-rayon-for-trousers/,/marketplace/source-rayon-for-uniforms/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-rayon-for-coats/,/marketplace/source-rayon-for-uniforms/,b2b,b2b,moderate_overlap,source rayon for coats,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-rayon-for-coats/,/marketplace/source-rayon-for-uniforms/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-rayon-for-uniforms/,/marketplace/source-rayon-for-activewear/,b2b,b2b,moderate_overlap,source rayon for uniforms,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-rayon-for-uniforms/,/marketplace/source-rayon-for-activewear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-jersey-for-jackets/,/marketplace/source-jersey-for-uniforms/,b2b,b2b,moderate_overlap,source jersey for jackets,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-jersey-for-jackets/,/marketplace/source-jersey-for-uniforms/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-jersey-for-uniforms/,/marketplace/source-jersey-for-loungewear/,b2b,b2b,moderate_overlap,source jersey for uniforms,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-jersey-for-uniforms/,/marketplace/source-jersey-for-loungewear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-jersey-for-blouses/,/marketplace/source-jersey-for-loungewear/,b2b,b2b,moderate_overlap,source jersey for blouses,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-jersey-for-blouses/,/marketplace/source-jersey-for-loungewear/,KEEP as supporting note; parent hub owns the head term
/marketplace/source-jersey-for-outerwear/,/marketplace/source-jersey-for-loungewear/,b2b,b2b,moderate_overlap,source jersey for outerwear,rotated ontology / shared section shape,pairing-specific slice,pairing-specific slice,/marketplace/source-jersey-for-outerwear/,/marketplace/source-jersey-for-loungewear/,KEEP as supporting note; parent hub owns the head term
