url,page_type,cluster,content_purpose,primary_topic,secondary_topics,search_intent,h1,h2_summary,word_count,unique_body_content_estimate,similarity_risk,canonical,indexable,sitemap_eligible,image,image_relevance,image_alt,internal_inlinks,internal_outlinks,crawl_depth,schema_type,value_class,recommended_action
/discover/soft-georgette-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,soft georgette fabric,georgette soft fabric,commercial_investigation,Soft Georgette Fabric,What soft means before it is applied to georgette | How to judge it on georgette | The soft trade-off on georgette,302,50,review,/discover/soft-georgette-fabric/,true,true,/media/fabrics/silk-georgette-primary.webp,catalog photograph for the material or garment family,Muted teal silk georgette with a fine crepe surface,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/durable-georgette-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,durable georgette fabric,georgette durable fabric,commercial_investigation,Durable Georgette Fabric,What durable means before it is applied to georgette | How to judge it on georgette | The durable trade-off on georgette,296,51,review,/discover/durable-georgette-fabric/,true,true,/media/fabrics/silk-georgette-primary.webp,catalog photograph for the material or garment family,Muted teal silk georgette with a fine crepe surface,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/premium-georgette-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,premium georgette fabric,georgette premium fabric,commercial_investigation,Premium Georgette Fabric,What premium means before it is applied to georgette | How to judge it on georgette | The premium trade-off on georgette,303,51,review,/discover/premium-georgette-fabric/,true,true,/media/fabrics/silk-georgette-primary.webp,catalog photograph for the material or garment family,Muted teal silk georgette with a fine crepe surface,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/structured-georgette-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,structured georgette fabric,georgette structured fabric,commercial_investigation,Structured Georgette Fabric,What structured means before it is applied to georgette | How to judge it on georgette | The structured trade-off on georgette,282,50,review,/discover/structured-georgette-fabric/,true,true,/media/fabrics/silk-georgette-primary.webp,catalog photograph for the material or garment family,Muted teal silk georgette with a fine crepe surface,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/flowy-georgette-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,flowy georgette fabric,georgette flowy fabric,commercial_investigation,Flowy Georgette Fabric,What flowy means before it is applied to georgette | How to judge it on georgette | The flowy trade-off on georgette,298,51,review,/discover/flowy-georgette-fabric/,true,true,/media/fabrics/silk-georgette-primary.webp,catalog photograph for the material or garment family,Muted teal silk georgette with a fine crepe surface,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/sheer-georgette-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,sheer georgette fabric,georgette sheer fabric,commercial_investigation,Sheer Georgette Fabric,What sheer means before it is applied to georgette | How to judge it on georgette | The sheer trade-off on georgette,285,50,review,/discover/sheer-georgette-fabric/,true,true,/media/fabrics/silk-georgette-primary.webp,catalog photograph for the material or garment family,Muted teal silk georgette with a fine crepe surface,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/opaque-georgette-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,opaque georgette fabric,georgette opaque fabric,commercial_investigation,Opaque Georgette Fabric,What opaque means before it is applied to georgette | How to judge it on georgette | The opaque trade-off on georgette,288,51,review,/discover/opaque-georgette-fabric/,true,true,/media/fabrics/silk-georgette-primary.webp,catalog photograph for the material or garment family,Muted teal silk georgette with a fine crepe surface,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/performance-georgette-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,performance georgette fabric,georgette performance fabric,commercial_investigation,Performance Georgette Fabric,What performance means before it is applied to georgette | How to judge it on georgette | The performance trade-off on georgette,285,51,review,/discover/performance-georgette-fabric/,true,true,/media/fabrics/silk-georgette-primary.webp,catalog photograph for the material or garment family,Muted teal silk georgette with a fine crepe surface,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/lightweight-poplin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,lightweight poplin fabric,poplin lightweight fabric,commercial_investigation,Lightweight Poplin Fabric,What lightweight means before it is applied to poplin | How to judge it on poplin | The lightweight trade-off on poplin,329,49,review,/discover/lightweight-poplin-fabric/,true,true,/media/fabrics/cotton-poplin-primary.webp,catalog photograph for the material or garment family,Crisp fine-count cotton poplin fabric in soft folds,8,8,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/heavyweight-poplin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,heavyweight poplin fabric,poplin heavyweight fabric,commercial_investigation,Heavyweight Poplin Fabric,What heavyweight means before it is applied to poplin | How to judge it on poplin | The heavyweight trade-off on poplin,300,52,review,/discover/heavyweight-poplin-fabric/,true,true,/media/fabrics/cotton-poplin-primary.webp,catalog photograph for the material or garment family,Crisp fine-count cotton poplin fabric in soft folds,8,8,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/breathable-poplin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,breathable poplin fabric,poplin breathable fabric,commercial_investigation,Breathable Poplin Fabric,What breathable means before it is applied to poplin | How to judge it on poplin | The breathable trade-off on poplin,312,51,review,/discover/breathable-poplin-fabric/,true,true,/media/fabrics/cotton-poplin-primary.webp,catalog photograph for the material or garment family,Crisp fine-count cotton poplin fabric in soft folds,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/stretch-poplin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,stretch poplin fabric,poplin stretch fabric,commercial_investigation,Stretch Poplin Fabric,What stretch means before it is applied to poplin | How to judge it on poplin | The stretch trade-off on poplin,306,53,review,/discover/stretch-poplin-fabric/,true,true,/media/fabrics/cotton-poplin-primary.webp,catalog photograph for the material or garment family,Crisp fine-count cotton poplin fabric in soft folds,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/soft-poplin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,soft poplin fabric,poplin soft fabric,commercial_investigation,Soft Poplin Fabric,What soft means before it is applied to poplin | How to judge it on poplin | The soft trade-off on poplin,303,52,review,/discover/soft-poplin-fabric/,true,true,/media/fabrics/cotton-poplin-primary.webp,catalog photograph for the material or garment family,Crisp fine-count cotton poplin fabric in soft folds,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/durable-poplin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,durable poplin fabric,poplin durable fabric,commercial_investigation,Durable Poplin Fabric,What durable means before it is applied to poplin | How to judge it on poplin | The durable trade-off on poplin,295,53,review,/discover/durable-poplin-fabric/,true,true,/media/fabrics/cotton-poplin-primary.webp,catalog photograph for the material or garment family,Crisp fine-count cotton poplin fabric in soft folds,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/premium-poplin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,premium poplin fabric,poplin premium fabric,commercial_investigation,Premium Poplin Fabric,What premium means before it is applied to poplin | How to judge it on poplin | The premium trade-off on poplin,302,53,review,/discover/premium-poplin-fabric/,true,true,/media/fabrics/cotton-poplin-primary.webp,catalog photograph for the material or garment family,Crisp fine-count cotton poplin fabric in soft folds,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/structured-poplin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,structured poplin fabric,poplin structured fabric,commercial_investigation,Structured Poplin Fabric,What structured means before it is applied to poplin | How to judge it on poplin | The structured trade-off on poplin,282,50,review,/discover/structured-poplin-fabric/,true,true,/media/fabrics/cotton-poplin-primary.webp,catalog photograph for the material or garment family,Crisp fine-count cotton poplin fabric in soft folds,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/flowy-poplin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,flowy poplin fabric,poplin flowy fabric,commercial_investigation,Flowy Poplin Fabric,What flowy means before it is applied to poplin | How to judge it on poplin | The flowy trade-off on poplin,298,52,review,/discover/flowy-poplin-fabric/,true,true,/media/fabrics/cotton-poplin-primary.webp,catalog photograph for the material or garment family,Crisp fine-count cotton poplin fabric in soft folds,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/sheer-poplin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,sheer poplin fabric,poplin sheer fabric,commercial_investigation,Sheer Poplin Fabric,What sheer means before it is applied to poplin | How to judge it on poplin | The sheer trade-off on poplin,285,50,review,/discover/sheer-poplin-fabric/,true,true,/media/fabrics/cotton-poplin-primary.webp,catalog photograph for the material or garment family,Crisp fine-count cotton poplin fabric in soft folds,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/opaque-poplin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,opaque poplin fabric,poplin opaque fabric,commercial_investigation,Opaque Poplin Fabric,What opaque means before it is applied to poplin | How to judge it on poplin | The opaque trade-off on poplin,288,52,review,/discover/opaque-poplin-fabric/,true,true,/media/fabrics/cotton-poplin-primary.webp,catalog photograph for the material or garment family,Crisp fine-count cotton poplin fabric in soft folds,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/performance-poplin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,performance poplin fabric,poplin performance fabric,commercial_investigation,Performance Poplin Fabric,What performance means before it is applied to poplin | How to judge it on poplin | The performance trade-off on poplin,285,52,review,/discover/performance-poplin-fabric/,true,true,/media/fabrics/cotton-poplin-primary.webp,catalog photograph for the material or garment family,Crisp fine-count cotton poplin fabric in soft folds,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/lightweight-satin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,lightweight satin fabric,satin lightweight fabric,commercial_investigation,Lightweight Satin Fabric,What lightweight means before it is applied to satin | How to judge it on satin | The lightweight trade-off on satin,326,49,review,/discover/lightweight-satin-fabric/,true,true,/media/fabrics/silk-satin-primary.webp,catalog photograph for the material or garment family,Ruby silk satin with smooth high sheen and fluid folds,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/heavyweight-satin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,heavyweight satin fabric,satin heavyweight fabric,commercial_investigation,Heavyweight Satin Fabric,What heavyweight means before it is applied to satin | How to judge it on satin | The heavyweight trade-off on satin,297,52,review,/discover/heavyweight-satin-fabric/,true,true,/media/fabrics/silk-satin-primary.webp,catalog photograph for the material or garment family,Ruby silk satin with smooth high sheen and fluid folds,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/breathable-satin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,breathable satin fabric,satin breathable fabric,commercial_investigation,Breathable Satin Fabric,What breathable means before it is applied to satin | How to judge it on satin | The breathable trade-off on satin,308,50,review,/discover/breathable-satin-fabric/,true,true,/media/fabrics/silk-satin-primary.webp,catalog photograph for the material or garment family,Ruby silk satin with smooth high sheen and fluid folds,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/stretch-satin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,stretch satin fabric,satin stretch fabric,commercial_investigation,Stretch Satin Fabric,What stretch means before it is applied to satin | How to judge it on satin | The stretch trade-off on satin,303,52,review,/discover/stretch-satin-fabric/,true,true,/media/fabrics/silk-satin-primary.webp,catalog photograph for the material or garment family,Ruby silk satin with smooth high sheen and fluid folds,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/soft-satin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,soft satin fabric,satin soft fabric,commercial_investigation,Soft Satin Fabric,What soft means before it is applied to satin | How to judge it on satin | The soft trade-off on satin,299,52,review,/discover/soft-satin-fabric/,true,true,/media/fabrics/silk-satin-primary.webp,catalog photograph for the material or garment family,Ruby silk satin with smooth high sheen and fluid folds,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/durable-satin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,durable satin fabric,satin durable fabric,commercial_investigation,Durable Satin Fabric,What durable means before it is applied to satin | How to judge it on satin | The durable trade-off on satin,292,53,review,/discover/durable-satin-fabric/,true,true,/media/fabrics/silk-satin-primary.webp,catalog photograph for the material or garment family,Ruby silk satin with smooth high sheen and fluid folds,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/premium-satin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,premium satin fabric,satin premium fabric,commercial_investigation,Premium Satin Fabric,What premium means before it is applied to satin | How to judge it on satin | The premium trade-off on satin,299,53,review,/discover/premium-satin-fabric/,true,true,/media/fabrics/silk-satin-primary.webp,catalog photograph for the material or garment family,Ruby silk satin with smooth high sheen and fluid folds,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/structured-satin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,structured satin fabric,satin structured fabric,commercial_investigation,Structured Satin Fabric,What structured means before it is applied to satin | How to judge it on satin | The structured trade-off on satin,278,51,review,/discover/structured-satin-fabric/,true,true,/media/fabrics/silk-satin-primary.webp,catalog photograph for the material or garment family,Ruby silk satin with smooth high sheen and fluid folds,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/flowy-satin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,flowy satin fabric,satin flowy fabric,commercial_investigation,Flowy Satin Fabric,What flowy means before it is applied to satin | How to judge it on satin | The flowy trade-off on satin,295,52,review,/discover/flowy-satin-fabric/,true,true,/media/fabrics/silk-satin-primary.webp,catalog photograph for the material or garment family,Ruby silk satin with smooth high sheen and fluid folds,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/sheer-satin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,sheer satin fabric,satin sheer fabric,commercial_investigation,Sheer Satin Fabric,What sheer means before it is applied to satin | How to judge it on satin | The sheer trade-off on satin,282,51,review,/discover/sheer-satin-fabric/,true,true,/media/fabrics/silk-satin-primary.webp,catalog photograph for the material or garment family,Ruby silk satin with smooth high sheen and fluid folds,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/opaque-satin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,opaque satin fabric,satin opaque fabric,commercial_investigation,Opaque Satin Fabric,What opaque means before it is applied to satin | How to judge it on satin | The opaque trade-off on satin,284,53,review,/discover/opaque-satin-fabric/,true,true,/media/fabrics/silk-satin-primary.webp,catalog photograph for the material or garment family,Ruby silk satin with smooth high sheen and fluid folds,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/performance-satin-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,performance satin fabric,satin performance fabric,commercial_investigation,Performance Satin Fabric,What performance means before it is applied to satin | How to judge it on satin | The performance trade-off on satin,282,53,review,/discover/performance-satin-fabric/,true,true,/media/fabrics/silk-satin-primary.webp,catalog photograph for the material or garment family,Ruby silk satin with smooth high sheen and fluid folds,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/lightweight-crepe-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,lightweight crepe fabric,crepe lightweight fabric,commercial_investigation,Lightweight Crepe Fabric,What lightweight means before it is applied to crepe | How to judge it on crepe | The lightweight trade-off on crepe,327,49,review,/discover/lightweight-crepe-fabric/,true,true,/media/fabrics/crepe-de-chine-primary.webp,catalog photograph for the material or garment family,Cobalt blue silk crepe de chine with a fine matte texture,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/heavyweight-crepe-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,heavyweight crepe fabric,crepe heavyweight fabric,commercial_investigation,Heavyweight Crepe Fabric,What heavyweight means before it is applied to crepe | How to judge it on crepe | The heavyweight trade-off on crepe,298,52,review,/discover/heavyweight-crepe-fabric/,true,true,/media/fabrics/crepe-de-chine-primary.webp,catalog photograph for the material or garment family,Cobalt blue silk crepe de chine with a fine matte texture,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/breathable-crepe-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,breathable crepe fabric,crepe breathable fabric,commercial_investigation,Breathable Crepe Fabric,What breathable means before it is applied to crepe | How to judge it on crepe | The breathable trade-off on crepe,309,51,review,/discover/breathable-crepe-fabric/,true,true,/media/fabrics/crepe-de-chine-primary.webp,catalog photograph for the material or garment family,Cobalt blue silk crepe de chine with a fine matte texture,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/stretch-crepe-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,stretch crepe fabric,crepe stretch fabric,commercial_investigation,Stretch Crepe Fabric,What stretch means before it is applied to crepe | How to judge it on crepe | The stretch trade-off on crepe,304,52,review,/discover/stretch-crepe-fabric/,true,true,/media/fabrics/crepe-de-chine-primary.webp,catalog photograph for the material or garment family,Cobalt blue silk crepe de chine with a fine matte texture,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/soft-crepe-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,soft crepe fabric,crepe soft fabric,commercial_investigation,Soft Crepe Fabric,What soft means before it is applied to crepe | How to judge it on crepe | The soft trade-off on crepe,300,52,review,/discover/soft-crepe-fabric/,true,true,/media/fabrics/crepe-de-chine-primary.webp,catalog photograph for the material or garment family,Cobalt blue silk crepe de chine with a fine matte texture,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/durable-crepe-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,durable crepe fabric,crepe durable fabric,commercial_investigation,Durable Crepe Fabric,What durable means before it is applied to crepe | How to judge it on crepe | The durable trade-off on crepe,293,53,review,/discover/durable-crepe-fabric/,true,true,/media/fabrics/crepe-de-chine-primary.webp,catalog photograph for the material or garment family,Cobalt blue silk crepe de chine with a fine matte texture,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/premium-crepe-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,premium crepe fabric,crepe premium fabric,commercial_investigation,Premium Crepe Fabric,What premium means before it is applied to crepe | How to judge it on crepe | The premium trade-off on crepe,300,53,review,/discover/premium-crepe-fabric/,true,true,/media/fabrics/crepe-de-chine-primary.webp,catalog photograph for the material or garment family,Cobalt blue silk crepe de chine with a fine matte texture,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/structured-crepe-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,structured crepe fabric,crepe structured fabric,commercial_investigation,Structured Crepe Fabric,What structured means before it is applied to crepe | How to judge it on crepe | The structured trade-off on crepe,279,50,review,/discover/structured-crepe-fabric/,true,true,/media/fabrics/crepe-de-chine-primary.webp,catalog photograph for the material or garment family,Cobalt blue silk crepe de chine with a fine matte texture,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/flowy-crepe-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,flowy crepe fabric,crepe flowy fabric,commercial_investigation,Flowy Crepe Fabric,What flowy means before it is applied to crepe | How to judge it on crepe | The flowy trade-off on crepe,296,51,review,/discover/flowy-crepe-fabric/,true,true,/media/fabrics/crepe-de-chine-primary.webp,catalog photograph for the material or garment family,Cobalt blue silk crepe de chine with a fine matte texture,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/sheer-crepe-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,sheer crepe fabric,crepe sheer fabric,commercial_investigation,Sheer Crepe Fabric,What sheer means before it is applied to crepe | How to judge it on crepe | The sheer trade-off on crepe,283,50,review,/discover/sheer-crepe-fabric/,true,true,/media/fabrics/crepe-de-chine-primary.webp,catalog photograph for the material or garment family,Cobalt blue silk crepe de chine with a fine matte texture,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/opaque-crepe-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,opaque crepe fabric,crepe opaque fabric,commercial_investigation,Opaque Crepe Fabric,What opaque means before it is applied to crepe | How to judge it on crepe | The opaque trade-off on crepe,285,52,review,/discover/opaque-crepe-fabric/,true,true,/media/fabrics/crepe-de-chine-primary.webp,catalog photograph for the material or garment family,Cobalt blue silk crepe de chine with a fine matte texture,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/performance-crepe-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,performance crepe fabric,crepe performance fabric,commercial_investigation,Performance Crepe Fabric,What performance means before it is applied to crepe | How to judge it on crepe | The performance trade-off on crepe,283,52,review,/discover/performance-crepe-fabric/,true,true,/media/fabrics/crepe-de-chine-primary.webp,catalog photograph for the material or garment family,Cobalt blue silk crepe de chine with a fine matte texture,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/lightweight-canvas-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,lightweight canvas fabric,canvas lightweight fabric,commercial_investigation,Lightweight Canvas Fabric,What lightweight means before it is applied to canvas | How to judge it on canvas | The lightweight trade-off on canvas,321,46,review,/discover/lightweight-canvas-fabric/,true,true,/media/fabrics/wool-hemp-canvas-primary.webp,catalog photograph for the material or garment family,Wool and hemp canvas with a firm woven surface,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/heavyweight-canvas-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,heavyweight canvas fabric,canvas heavyweight fabric,commercial_investigation,Heavyweight Canvas Fabric,What heavyweight means before it is applied to canvas | How to judge it on canvas | The heavyweight trade-off on canvas,292,51,review,/discover/heavyweight-canvas-fabric/,true,true,/media/fabrics/wool-hemp-canvas-primary.webp,catalog photograph for the material or garment family,Wool and hemp canvas with a firm woven surface,7,7,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/breathable-canvas-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,breathable canvas fabric,canvas breathable fabric,commercial_investigation,Breathable Canvas Fabric,What breathable means before it is applied to canvas | How to judge it on canvas | The breathable trade-off on canvas,304,48,review,/discover/breathable-canvas-fabric/,true,true,/media/fabrics/wool-hemp-canvas-primary.webp,catalog photograph for the material or garment family,Wool and hemp canvas with a firm woven surface,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/stretch-canvas-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,stretch canvas fabric,canvas stretch fabric,commercial_investigation,Stretch Canvas Fabric,What stretch means before it is applied to canvas | How to judge it on canvas | The stretch trade-off on canvas,298,49,review,/discover/stretch-canvas-fabric/,true,true,/media/fabrics/wool-hemp-canvas-primary.webp,catalog photograph for the material or garment family,Wool and hemp canvas with a firm woven surface,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/soft-canvas-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,soft canvas fabric,canvas soft fabric,commercial_investigation,Soft Canvas Fabric,What soft means before it is applied to canvas | How to judge it on canvas | The soft trade-off on canvas,295,49,review,/discover/soft-canvas-fabric/,true,true,/media/fabrics/wool-hemp-canvas-primary.webp,catalog photograph for the material or garment family,Wool and hemp canvas with a firm woven surface,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/durable-canvas-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,durable canvas fabric,canvas durable fabric,commercial_investigation,Durable Canvas Fabric,What durable means before it is applied to canvas | How to judge it on canvas | The durable trade-off on canvas,287,50,review,/discover/durable-canvas-fabric/,true,true,/media/fabrics/wool-hemp-canvas-primary.webp,catalog photograph for the material or garment family,Wool and hemp canvas with a firm woven surface,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/premium-canvas-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,premium canvas fabric,canvas premium fabric,commercial_investigation,Premium Canvas Fabric,What premium means before it is applied to canvas | How to judge it on canvas | The premium trade-off on canvas,294,50,review,/discover/premium-canvas-fabric/,true,true,/media/fabrics/wool-hemp-canvas-primary.webp,catalog photograph for the material or garment family,Wool and hemp canvas with a firm woven surface,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/structured-canvas-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,structured canvas fabric,canvas structured fabric,commercial_investigation,Structured Canvas Fabric,What structured means before it is applied to canvas | How to judge it on canvas | The structured trade-off on canvas,274,54,review,/discover/structured-canvas-fabric/,true,true,/media/fabrics/wool-hemp-canvas-primary.webp,catalog photograph for the material or garment family,Wool and hemp canvas with a firm woven surface,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/opaque-canvas-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,opaque canvas fabric,canvas opaque fabric,commercial_investigation,Opaque Canvas Fabric,What opaque means before it is applied to canvas | How to judge it on canvas | The opaque trade-off on canvas,280,52,review,/discover/opaque-canvas-fabric/,true,true,/media/fabrics/wool-hemp-canvas-primary.webp,catalog photograph for the material or garment family,Wool and hemp canvas with a firm woven surface,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/performance-canvas-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,performance canvas fabric,canvas performance fabric,commercial_investigation,Performance Canvas Fabric,What performance means before it is applied to canvas | How to judge it on canvas | The performance trade-off on canvas,277,53,review,/discover/performance-canvas-fabric/,true,true,/media/fabrics/wool-hemp-canvas-primary.webp,catalog photograph for the material or garment family,Wool and hemp canvas with a firm woven surface,6,6,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/lightweight-oxford-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,lightweight oxford fabric,oxford lightweight fabric,commercial_investigation,Lightweight Oxford Fabric,What lightweight means before it is applied to oxford | How to judge it on oxford | The lightweight trade-off on oxford,314,47,review,/discover/lightweight-oxford-fabric/,true,true,/media/fabrics/soft-oxford-cotton-primary.webp,catalog photograph for the material or garment family,Sage soft Oxford cotton with a softened visible basketweave,8,8,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
/discover/heavyweight-oxford-fabric/,semantic_landing,material_attribute,Judge one attribute on one material.,heavyweight oxford fabric,oxford heavyweight fabric,commercial_investigation,Heavyweight Oxford Fabric,What heavyweight means before it is applied to oxford | How to judge it on oxford | The heavyweight trade-off on oxford,285,52,review,/discover/heavyweight-oxford-fabric/,true,true,/media/fabrics/soft-oxford-cotton-primary.webp,catalog photograph for the material or garment family,Sage soft Oxford cotton with a softened visible basketweave,8,8,2,Organization|CollectionPage|FAQPage|BreadcrumbList,B,IMPROVE
